ConcessionariaRodoviakm,Concessionaria,kmmt,Rodovia,Longitude,Latitude
Régis Bittencourt.SP-BR116.544.4,Régis Bittencourt,544.4,SP-BR116,-48.42236594,-24.9565038
Régis Bittencourt.SP-BR116.550.1,Régis Bittencourt,550.1,SP-BR116,-48.46319844,-24.95658853
Régis Bittencourt.SP-BR116.550.2,Régis Bittencourt,550.2,SP-BR116,-48.46352839,-24.95684668
Régis Bittencourt.SP-BR116.544.3,Régis Bittencourt,544.3,SP-BR116,-48.42194818,-24.95727223
Régis Bittencourt.SP-BR116.533.3,Régis Bittencourt,533.3,SP-BR116,-48.33442326,-24.95732549
Régis Bittencourt.SP-BR116.550.3,Régis Bittencourt,550.3,SP-BR116,-48.46451705,-24.95762017
Régis Bittencourt.SP-BR116.533.4,Régis Bittencourt,533.4,SP-BR116,-48.33511276,-24.95793415
Régis Bittencourt.SP-BR116.544.2,Régis Bittencourt,544.2,SP-BR116,-48.42153068,-24.9580402
Régis Bittencourt.SP-BR116.550.4,Régis Bittencourt,550.4,SP-BR116,-48.46517655,-24.95813615
Régis Bittencourt.SP-BR116.533.5,Régis Bittencourt,533.5,SP-BR116,-48.33580183,-24.95854245
Régis Bittencourt.SP-BR116.550.5,Régis Bittencourt,550.5,SP-BR116,-48.46583566,-24.95865182
Régis Bittencourt.SP-BR116.544.1,Régis Bittencourt,544.1,SP-BR116,-48.42111292,-24.95880863
Régis Bittencourt.SP-BR116.533.6,Régis Bittencourt,533.6,SP-BR116,-48.3364909,-24.95915074
Régis Bittencourt.SP-BR116.550.6,Régis Bittencourt,550.6,SP-BR116,-48.46649476,-24.95916748
Régis Bittencourt.SP-BR116.550.7,Régis Bittencourt,550.7,SP-BR116,-48.46715427,-24.95968346
Régis Bittencourt.SP-BR116.533.7,Régis Bittencourt,533.7,SP-BR116,-48.3371804,-24.95975941
Régis Bittencourt.SP-BR116.543.9,Régis Bittencourt,543.9,SP-BR116,-48.41987237,-24.95997284
Régis Bittencourt.SP-BR116.550.8,Régis Bittencourt,550.8,SP-BR116,-48.46781337,-24.96019912
Régis Bittencourt.SP-BR116.533.8,Régis Bittencourt,533.8,SP-BR116,-48.33786947,-24.96036771
Régis Bittencourt.SP-BR116.543.8,Régis Bittencourt,543.8,SP-BR116,-48.41904883,-24.96036933
Régis Bittencourt.SP-BR116.550.9,Régis Bittencourt,550.9,SP-BR116,-48.46847288,-24.9607151
Régis Bittencourt.SP-BR116.543.7,Régis Bittencourt,543.7,SP-BR116,-48.41822579,-24.96076557
Régis Bittencourt.SP-BR116.551.0,Régis Bittencourt,551,SP-BR116,-48.46880243,-24.96097293
Régis Bittencourt.SP-BR116.533.9,Régis Bittencourt,533.9,SP-BR116,-48.33855896,-24.96097638
Régis Bittencourt.SP-BR116.543.6,Régis Bittencourt,543.6,SP-BR116,-48.41740225,-24.96116206
Régis Bittencourt.SP-BR116.551.1,Régis Bittencourt,551.1,SP-BR116,-48.46985217,-24.96134086
Régis Bittencourt.SP-BR116.551.2,Régis Bittencourt,551.2,SP-BR116,-48.47093218,-24.96150596
Régis Bittencourt.SP-BR116.543.5,Régis Bittencourt,543.5,SP-BR116,-48.41657921,-24.9615583
Régis Bittencourt.SP-BR116.534.0,Régis Bittencourt,534,SP-BR116,-48.33924803,-24.96158467
Régis Bittencourt.SP-BR116.551.3,Régis Bittencourt,551.3,SP-BR116,-48.471832,-24.96164352
Régis Bittencourt.SP-BR116.551.4,Régis Bittencourt,551.4,SP-BR116,-48.47273237,-24.96178116
Régis Bittencourt.SP-BR116.544.0,Régis Bittencourt,544,SP-BR116,-48.42038721,-24.96189216
Régis Bittencourt.SP-BR116.551.5,Régis Bittencourt,551.5,SP-BR116,-48.47363219,-24.96191872
Régis Bittencourt.SP-BR116.543.4,Régis Bittencourt,543.4,SP-BR116,-48.41575617,-24.96195454
Régis Bittencourt.SP-BR116.551.7,Régis Bittencourt,551.7,SP-BR116,-48.47543238,-24.96219392
Régis Bittencourt.SP-BR116.534.1,Régis Bittencourt,534.1,SP-BR116,-48.33993521,-24.96219447
Régis Bittencourt.SP-BR116.551.8,Régis Bittencourt,551.8,SP-BR116,-48.4763322,-24.96233147
Régis Bittencourt.SP-BR116.543.3,Régis Bittencourt,543.3,SP-BR116,-48.41493262,-24.96235103
Régis Bittencourt.SP-BR116.551.9,Régis Bittencourt,551.9,SP-BR116,-48.47723257,-24.96246912
Régis Bittencourt.SP-BR116.552.0,Régis Bittencourt,552,SP-BR116,-48.47813239,-24.96260667
Régis Bittencourt.SP-BR116.543.2,Régis Bittencourt,543.2,SP-BR116,-48.41410958,-24.96274727
Régis Bittencourt.SP-BR116.534.2,Régis Bittencourt,534.2,SP-BR116,-48.34062281,-24.96280463
Régis Bittencourt.SP-BR116.552.1,Régis Bittencourt,552.1,SP-BR116,-48.4789901,-24.96295223
Régis Bittencourt.SP-BR116.543.1,Régis Bittencourt,543.1,SP-BR116,-48.41328604,-24.96314376
Régis Bittencourt.SP-BR116.552.2,Régis Bittencourt,552.2,SP-BR116,-48.47984833,-24.96329799
Régis Bittencourt.SP-BR116.534.3,Régis Bittencourt,534.3,SP-BR116,-48.34130999,-24.96341443
Régis Bittencourt.SP-BR116.552.3,Régis Bittencourt,552.3,SP-BR116,-48.48070604,-24.96364355
Régis Bittencourt.SP-BR116.543.0,Régis Bittencourt,543,SP-BR116,-48.41215253,-24.96387267
Régis Bittencourt.SP-BR116.552.4,Régis Bittencourt,552.4,SP-BR116,-48.48156401,-24.96398921
Régis Bittencourt.SP-BR116.534.4,Régis Bittencourt,534.4,SP-BR116,-48.34199738,-24.96402441
Régis Bittencourt.SP-BR116.542.9,Régis Bittencourt,542.9,SP-BR116,-48.41184206,-24.96420533
Régis Bittencourt.SP-BR116.552.5,Régis Bittencourt,552.5,SP-BR116,-48.48242198,-24.96433487
Régis Bittencourt.SP-BR116.534.5,Régis Bittencourt,534.5,SP-BR116,-48.34268476,-24.96463439
Régis Bittencourt.SP-BR116.542.8,Régis Bittencourt,542.8,SP-BR116,-48.41122074,-24.96487107
Régis Bittencourt.SP-BR116.552.7,Régis Bittencourt,552.7,SP-BR116,-48.48413792,-24.9650262
Régis Bittencourt.SP-BR116.534.6,Régis Bittencourt,534.6,SP-BR116,-48.34337194,-24.96524419
Régis Bittencourt.SP-BR116.552.8,Régis Bittencourt,552.8,SP-BR116,-48.48499563,-24.96537175
Régis Bittencourt.SP-BR116.542.7,Régis Bittencourt,542.7,SP-BR116,-48.41059979,-24.9655364
Régis Bittencourt.SP-BR116.552.9,Régis Bittencourt,552.9,SP-BR116,-48.48585386,-24.96571752
Régis Bittencourt.SP-BR116.534.7,Régis Bittencourt,534.7,SP-BR116,-48.34405954,-24.96585435
Régis Bittencourt.SP-BR116.553.0,Régis Bittencourt,553,SP-BR116,-48.48628271,-24.9658903
Régis Bittencourt.SP-BR116.542.6,Régis Bittencourt,542.6,SP-BR116,-48.40997847,-24.96620214
Régis Bittencourt.SP-BR116.553.1,Régis Bittencourt,553.1,SP-BR116,-48.4875725,-24.96642343
Régis Bittencourt.SP-BR116.534.8,Régis Bittencourt,534.8,SP-BR116,-48.34474672,-24.96646415
Régis Bittencourt.SP-BR116.553.2,Régis Bittencourt,553.2,SP-BR116,-48.48843396,-24.96678402
Régis Bittencourt.SP-BR116.542.5,Régis Bittencourt,542.5,SP-BR116,-48.40935753,-24.96686747
Régis Bittencourt.SP-BR116.534.9,Régis Bittencourt,534.9,SP-BR116,-48.34543431,-24.96707432
Régis Bittencourt.SP-BR116.553.3,Régis Bittencourt,553.3,SP-BR116,-48.48929489,-24.96714438
Régis Bittencourt.SP-BR116.551.6,Régis Bittencourt,551.6,SP-BR116,-48.47801021,-24.96732543
Régis Bittencourt.SP-BR116.553.4,Régis Bittencourt,553.4,SP-BR116,-48.49015635,-24.96750496
Régis Bittencourt.SP-BR116.542.4,Régis Bittencourt,542.4,SP-BR116,-48.40873646,-24.96753294
Régis Bittencourt.SP-BR116.535.0,Régis Bittencourt,535,SP-BR116,-48.34612149,-24.96768411
Régis Bittencourt.SP-BR116.540.0,Régis Bittencourt,540,SP-BR116,-48.38999583,-24.96770116
Régis Bittencourt.SP-BR116.553.5,Régis Bittencourt,553.5,SP-BR116,-48.49101728,-24.96786532
Régis Bittencourt.SP-BR116.539.9,Régis Bittencourt,539.9,SP-BR116,-48.38909212,-24.96793943
Régis Bittencourt.SP-BR116.540.1,Régis Bittencourt,540.1,SP-BR116,-48.39084735,-24.96806615
Régis Bittencourt.SP-BR116.535.1,Régis Bittencourt,535.1,SP-BR116,-48.34685397,-24.9680882
Régis Bittencourt.SP-BR116.539.8,Régis Bittencourt,539.8,SP-BR116,-48.38818786,-24.96817785
Régis Bittencourt.SP-BR116.542.3,Régis Bittencourt,542.3,SP-BR116,-48.40811539,-24.9681984
Régis Bittencourt.SP-BR116.553.6,Régis Bittencourt,553.6,SP-BR116,-48.49187821,-24.96822568
Régis Bittencourt.SP-BR116.540.2,Régis Bittencourt,540.2,SP-BR116,-48.39127362,-24.96824886
Régis Bittencourt.SP-BR116.539.7,Régis Bittencourt,539.7,SP-BR116,-48.38728415,-24.96841613
Régis Bittencourt.SP-BR116.535.2,Régis Bittencourt,535.2,SP-BR116,-48.3475869,-24.96849254
Régis Bittencourt.SP-BR116.539.6,Régis Bittencourt,539.6,SP-BR116,-48.38637988,-24.96865455
Régis Bittencourt.SP-BR116.540.3,Régis Bittencourt,540.3,SP-BR116,-48.3925509,-24.96879635
Régis Bittencourt.SP-BR116.542.2,Régis Bittencourt,542.2,SP-BR116,-48.40749432,-24.96886387
Régis Bittencourt.SP-BR116.539.5,Régis Bittencourt,539.5,SP-BR116,-48.38547617,-24.96889283
Régis Bittencourt.SP-BR116.535.3,Régis Bittencourt,535.3,SP-BR116,-48.34831938,-24.96889663
Régis Bittencourt.SP-BR116.553.8,Régis Bittencourt,553.8,SP-BR116,-48.4936006,-24.96894662
Régis Bittencourt.SP-BR116.539.4,Régis Bittencourt,539.4,SP-BR116,-48.38457246,-24.9691311
Régis Bittencourt.SP-BR116.540.4,Régis Bittencourt,540.4,SP-BR116,-48.39340293,-24.96916156
Régis Bittencourt.SP-BR116.535.4,Régis Bittencourt,535.4,SP-BR116,-48.34905231,-24.96930096
Régis Bittencourt.SP-BR116.553.9,Régis Bittencourt,553.9,SP-BR116,-48.49446206,-24.96930721
Régis Bittencourt.SP-BR116.539.3,Régis Bittencourt,539.3,SP-BR116,-48.3836682,-24.96936952
Régis Bittencourt.SP-BR116.552.6,Régis Bittencourt,552.6,SP-BR116,-48.48584093,-24.96941841
Régis Bittencourt.SP-BR116.537.0,Régis Bittencourt,537,SP-BR116,-48.36244473,-24.96946313
Régis Bittencourt.SP-BR116.540.5,Régis Bittencourt,540.5,SP-BR116,-48.39425444,-24.96952655
Régis Bittencourt.SP-BR116.542.1,Régis Bittencourt,542.1,SP-BR116,-48.406873,-24.96952961
Régis Bittencourt.SP-BR116.554.0,Régis Bittencourt,554,SP-BR116,-48.4951506,-24.96959541
Régis Bittencourt.SP-BR116.539.2,Régis Bittencourt,539.2,SP-BR116,-48.38276449,-24.9696078
Régis Bittencourt.SP-BR116.537.1,Régis Bittencourt,537.1,SP-BR116,-48.36352651,-24.9696608
Régis Bittencourt.SP-BR116.536.9,Régis Bittencourt,536.9,SP-BR116,-48.36149946,-24.96970089
Régis Bittencourt.SP-BR116.535.5,Régis Bittencourt,535.5,SP-BR116,-48.34978479,-24.96970505
Régis Bittencourt.SP-BR116.540.6,Régis Bittencourt,540.6,SP-BR116,-48.39484187,-24.96977835
Régis Bittencourt.SP-BR116.539.1,Régis Bittencourt,539.1,SP-BR116,-48.38186023,-24.96984622
Régis Bittencourt.SP-BR116.536.8,Régis Bittencourt,536.8,SP-BR116,-48.36079232,-24.96987875
Régis Bittencourt.SP-BR116.537.2,Régis Bittencourt,537.2,SP-BR116,-48.36442504,-24.96990484
Régis Bittencourt.SP-BR116.554.1,Régis Bittencourt,554.1,SP-BR116,-48.4961283,-24.97007321
Régis Bittencourt.SP-BR116.539.0,Régis Bittencourt,539,SP-BR116,-48.38095651,-24.9700845
Régis Bittencourt.SP-BR116.535.6,Régis Bittencourt,535.6,SP-BR116,-48.35051727,-24.97010914
Régis Bittencourt.SP-BR116.536.7,Régis Bittencourt,536.7,SP-BR116,-48.3598745,-24.9701096
Régis Bittencourt.SP-BR116.537.3,Régis Bittencourt,537.3,SP-BR116,-48.36532303,-24.97014874
Régis Bittencourt.SP-BR116.542.0,Régis Bittencourt,542,SP-BR116,-48.40625206,-24.97019494
Régis Bittencourt.SP-BR116.540.7,Régis Bittencourt,540.7,SP-BR116,-48.39595799,-24.97025676
Régis Bittencourt.SP-BR116.538.9,Régis Bittencourt,538.9,SP-BR116,-48.38002215,-24.97026165
Régis Bittencourt.SP-BR116.554.2,Régis Bittencourt,554.2,SP-BR116,-48.49653144,-24.97027628
Régis Bittencourt.SP-BR116.541.9,Régis Bittencourt,541.9,SP-BR116,-48.40547834,-24.97031061
Régis Bittencourt.SP-BR116.536.6,Régis Bittencourt,536.6,SP-BR116,-48.35895612,-24.97034059
Régis Bittencourt.SP-BR116.537.4,Régis Bittencourt,537.4,SP-BR116,-48.36622156,-24.97039278
Régis Bittencourt.SP-BR116.541.8,Régis Bittencourt,541.8,SP-BR116,-48.4046966,-24.97042749
Régis Bittencourt.SP-BR116.538.8,Régis Bittencourt,538.8,SP-BR116,-48.37908721,-24.97043891
Régis Bittencourt.SP-BR116.535.7,Régis Bittencourt,535.7,SP-BR116,-48.3512502,-24.97051348
Régis Bittencourt.SP-BR116.541.7,Régis Bittencourt,541.7,SP-BR116,-48.40384543,-24.97055474
Régis Bittencourt.SP-BR116.536.5,Régis Bittencourt,536.5,SP-BR116,-48.35803831,-24.97057145
Régis Bittencourt.SP-BR116.538.7,Régis Bittencourt,538.7,SP-BR116,-48.37815285,-24.97061606
Régis Bittencourt.SP-BR116.540.8,Régis Bittencourt,540.8,SP-BR116,-48.39680951,-24.97062175
Régis Bittencourt.SP-BR116.537.5,Régis Bittencourt,537.5,SP-BR116,-48.36711955,-24.97063668
Régis Bittencourt.SP-BR116.541.6,Régis Bittencourt,541.6,SP-BR116,-48.40315627,-24.97065777
Régis Bittencourt.SP-BR116.541.5,Régis Bittencourt,541.5,SP-BR116,-48.40238255,-24.97077345
Régis Bittencourt.SP-BR116.538.6,Régis Bittencourt,538.6,SP-BR116,-48.37721791,-24.97079332
Régis Bittencourt.SP-BR116.536.4,Régis Bittencourt,536.4,SP-BR116,-48.35712049,-24.9708023
Régis Bittencourt.SP-BR116.537.6,Régis Bittencourt,537.6,SP-BR116,-48.36801754,-24.97088057
Régis Bittencourt.SP-BR116.554.3,Régis Bittencourt,554.3,SP-BR116,-48.49773939,-24.97088475
Régis Bittencourt.SP-BR116.541.4,Régis Bittencourt,541.4,SP-BR116,-48.40160884,-24.97088912
Régis Bittencourt.SP-BR116.535.8,Régis Bittencourt,535.8,SP-BR116,-48.35198268,-24.97091757
Régis Bittencourt.SP-BR116.538.5,Régis Bittencourt,538.5,SP-BR116,-48.37628355,-24.97097047
Régis Bittencourt.SP-BR116.540.9,Régis Bittencourt,540.9,SP-BR116,-48.39766154,-24.97098696
Régis Bittencourt.SP-BR116.541.3,Régis Bittencourt,541.3,SP-BR116,-48.40083466,-24.97100486
Régis Bittencourt.SP-BR116.536.3,Régis Bittencourt,536.3,SP-BR116,-48.35620211,-24.97103329
Régis Bittencourt.SP-BR116.537.7,Régis Bittencourt,537.7,SP-BR116,-48.36891607,-24.97112462
Régis Bittencourt.SP-BR116.538.4,Régis Bittencourt,538.4,SP-BR116,-48.37534918,-24.97114763
Régis Bittencourt.SP-BR116.541.2,Régis Bittencourt,541.2,SP-BR116,-48.39967409,-24.97117837
Régis Bittencourt.SP-BR116.536.2,Régis Bittencourt,536.2,SP-BR116,-48.35528429,-24.97126415
Régis Bittencourt.SP-BR116.541.1,Régis Bittencourt,541.1,SP-BR116,-48.39897738,-24.97128254
Régis Bittencourt.SP-BR116.554.4,Régis Bittencourt,554.4,SP-BR116,-48.49854518,-24.97129064
Régis Bittencourt.SP-BR116.535.9,Régis Bittencourt,535.9,SP-BR116,-48.35271561,-24.9713219
Régis Bittencourt.SP-BR116.538.3,Régis Bittencourt,538.3,SP-BR116,-48.37441425,-24.97132489
Régis Bittencourt.SP-BR116.541.0,Régis Bittencourt,541,SP-BR116,-48.39851305,-24.97135195
Régis Bittencourt.SP-BR116.537.8,Régis Bittencourt,537.8,SP-BR116,-48.36981406,-24.97136851
Régis Bittencourt.SP-BR116.536.1,Régis Bittencourt,536.1,SP-BR116,-48.35436591,-24.97149514
Régis Bittencourt.SP-BR116.536.0,Régis Bittencourt,536,SP-BR116,-48.35308185,-24.97152395
Régis Bittencourt.SP-BR116.538.2,Régis Bittencourt,538.2,SP-BR116,-48.3730127,-24.97159062
Régis Bittencourt.SP-BR116.537.9,Régis Bittencourt,537.9,SP-BR116,-48.37071259,-24.97161256
Régis Bittencourt.SP-BR116.554.5,Régis Bittencourt,554.5,SP-BR116,-48.49926198,-24.97165171
Régis Bittencourt.SP-BR116.538.1,Régis Bittencourt,538.1,SP-BR116,-48.37254494,-24.9716793
Régis Bittencourt.SP-BR116.538.0,Régis Bittencourt,538,SP-BR116,-48.37116159,-24.9717345
Régis Bittencourt.SP-BR116.554.6,Régis Bittencourt,554.6,SP-BR116,-48.50015577,-24.97210193
Régis Bittencourt.SP-BR116.554.7,Régis Bittencourt,554.7,SP-BR116,-48.50096157,-24.97250782
Régis Bittencourt.SP-BR116.554.8,Régis Bittencourt,554.8,SP-BR116,-48.50176686,-24.97291346
Régis Bittencourt.SP-BR116.555.0,Régis Bittencourt,555,SP-BR116,-48.5029753,-24.97352217
Régis Bittencourt.SP-BR116.553.7,Régis Bittencourt,553.7,SP-BR116,-48.49348715,-24.9739944
Régis Bittencourt.SP-BR116.554.9,Régis Bittencourt,554.9,SP-BR116,-48.50261218,-24.97594703
Régis Bittencourt.SP-BR116.555.1,Régis Bittencourt,555.1,SP-BR116,-48.50353513,-24.97672277
Régis Bittencourt.SP-BR116.555.2,Régis Bittencourt,555.2,SP-BR116,-48.50359813,-24.97708335
Régis Bittencourt.SP-BR116.555.3,Régis Bittencourt,555.3,SP-BR116,-48.50378689,-24.97816378
Régis Bittencourt.SP-BR116.555.4,Régis Bittencourt,555.4,SP-BR116,-48.50391281,-24.9788845
Régis Bittencourt.SP-BR116.555.5,Régis Bittencourt,555.5,SP-BR116,-48.50403865,-24.97960478
Régis Bittencourt.SP-BR116.555.6,Régis Bittencourt,555.6,SP-BR116,-48.50416449,-24.98032506
Régis Bittencourt.SP-BR116.555.7,Régis Bittencourt,555.7,SP-BR116,-48.50429041,-24.98104578
Régis Bittencourt.SP-BR116.555.8,Régis Bittencourt,555.8,SP-BR116,-48.50441625,-24.98176606
Régis Bittencourt.SP-BR116.556.1,Régis Bittencourt,556.1,SP-BR116,-48.50652678,-24.98240236
Régis Bittencourt.SP-BR116.555.9,Régis Bittencourt,555.9,SP-BR116,-48.50454217,-24.98248678
Régis Bittencourt.SP-BR116.556.0,Régis Bittencourt,556,SP-BR116,-48.50466801,-24.98320706
Régis Bittencourt.SP-BR116.556.3,Régis Bittencourt,556.3,SP-BR116,-48.50679937,-24.98411959
Régis Bittencourt.SP-BR116.556.2,Régis Bittencourt,556.2,SP-BR116,-48.50507849,-24.98468309
Régis Bittencourt.SP-BR116.556.4,Régis Bittencourt,556.4,SP-BR116,-48.50548897,-24.98615912
Régis Bittencourt.SP-BR116.556.6,Régis Bittencourt,556.6,SP-BR116,-48.50720821,-24.98669516
Régis Bittencourt.SP-BR116.556.5,Régis Bittencourt,556.5,SP-BR116,-48.50569415,-24.98689691
Régis Bittencourt.SP-BR116.556.7,Régis Bittencourt,556.7,SP-BR116,-48.50610463,-24.98837294
Régis Bittencourt.SP-BR116.556.8,Régis Bittencourt,556.8,SP-BR116,-48.50630981,-24.98911073
Régis Bittencourt.SP-BR116.556.9,Régis Bittencourt,556.9,SP-BR116,-48.50651511,-24.98984897
Régis Bittencourt.SP-BR116.557.0,Régis Bittencourt,557,SP-BR116,-48.50672029,-24.99058676
Régis Bittencourt.SP-BR116.557.1,Régis Bittencourt,557.1,SP-BR116,-48.5069447,-24.99138893
Régis Bittencourt.SP-BR116.557.2,Régis Bittencourt,557.2,SP-BR116,-48.50716924,-24.9921916
Régis Bittencourt.SP-BR116.557.3,Régis Bittencourt,557.3,SP-BR116,-48.50811683,-24.99267376
Régis Bittencourt.SP-BR116.557.4,Régis Bittencourt,557.4,SP-BR116,-48.50751489,-24.99342719
Régis Bittencourt.SP-BR116.557.5,Régis Bittencourt,557.5,SP-BR116,-48.50784259,-24.99459862
Régis Bittencourt.SP-BR116.557.6,Régis Bittencourt,557.6,SP-BR116,-48.508067,-24.99540079
Régis Bittencourt.SP-BR116.557.7,Régis Bittencourt,557.7,SP-BR116,-48.50829154,-24.99620346
Régis Bittencourt.SP-BR116.557.8,Régis Bittencourt,557.8,SP-BR116,-48.50851595,-24.99700563
Régis Bittencourt.SP-BR116.557.9,Régis Bittencourt,557.9,SP-BR116,-48.50874049,-24.9978083
Régis Bittencourt.SP-BR116.558.0,Régis Bittencourt,558,SP-BR116,-48.50895111,-24.99869704
Régis Bittencourt.SP-BR116.558.1,Régis Bittencourt,558.1,SP-BR116,-48.50882719,-24.99947512
Régis Bittencourt.SP-BR116.558.2,Régis Bittencourt,558.2,SP-BR116,-48.5086894,-25.0003403
Régis Bittencourt.SP-BR116.558.3,Régis Bittencourt,558.3,SP-BR116,-48.50855169,-25.00120494
Régis Bittencourt.SP-BR116.558.4,Régis Bittencourt,558.4,SP-BR116,-48.5084139,-25.00207012
Régis Bittencourt.SP-BR116.558.5,Régis Bittencourt,558.5,SP-BR116,-48.5082762,-25.00293477
Régis Bittencourt.SP-BR116.558.6,Régis Bittencourt,558.6,SP-BR116,-48.50813849,-25.00379941
Régis Bittencourt.SP-BR116.558.7,Régis Bittencourt,558.7,SP-BR116,-48.5080007,-25.00466459
Régis Bittencourt.SP-BR116.558.8,Régis Bittencourt,558.8,SP-BR116,-48.50786299,-25.00552924
Régis Bittencourt.SP-BR116.558.9,Régis Bittencourt,558.9,SP-BR116,-48.50772525,-25.00639415
Régis Bittencourt.SP-BR116.559.0,Régis Bittencourt,559,SP-BR116,-48.5075875,-25.00725906
Régis Bittencourt.SP-BR116.559.1,Régis Bittencourt,559.1,SP-BR116,-48.5077715,-25.00810341
Régis Bittencourt.SP-BR116.559.2,Régis Bittencourt,559.2,SP-BR116,-48.50786361,-25.0085261
Régis Bittencourt.SP-BR116.559.3,Régis Bittencourt,559.3,SP-BR116,-48.50813961,-25.00979262
Régis Bittencourt.SP-BR116.559.4,Régis Bittencourt,559.4,SP-BR116,-48.50832372,-25.01063749
Régis Bittencourt.SP-BR116.559.5,Régis Bittencourt,559.5,SP-BR116,-48.50850772,-25.01148184
Régis Bittencourt.SP-BR116.559.6,Régis Bittencourt,559.6,SP-BR116,-48.50869172,-25.01232619
Régis Bittencourt.SP-BR116.559.7,Régis Bittencourt,559.7,SP-BR116,-48.50887578,-25.0131708
Régis Bittencourt.SP-BR116.559.8,Régis Bittencourt,559.8,SP-BR116,-48.50905983,-25.0140154
Régis Bittencourt.SP-BR116.559.9,Régis Bittencourt,559.9,SP-BR116,-48.50924394,-25.01486027
Régis Bittencourt.SP-BR116.560.0,Régis Bittencourt,560,SP-BR116,-48.50933594,-25.01528244
Régis Bittencourt.SP-BR116.560.1,Régis Bittencourt,560.1,SP-BR116,-48.51009979,-25.0161998
Régis Bittencourt.SP-BR116.560.2,Régis Bittencourt,560.2,SP-BR116,-48.51043612,-25.0164477
Régis Bittencourt.SP-BR116.560.3,Régis Bittencourt,560.3,SP-BR116,-48.51144389,-25.01719048
Régis Bittencourt.SP-BR116.560.4,Régis Bittencourt,560.4,SP-BR116,-48.51211615,-25.01768597
Régis Bittencourt.SP-BR116.560.5,Régis Bittencourt,560.5,SP-BR116,-48.512788,-25.01818116
Régis Bittencourt.SP-BR116.560.6,Régis Bittencourt,560.6,SP-BR116,-48.51312392,-25.01842875
Régis Bittencourt.SP-BR116.560.7,Régis Bittencourt,560.7,SP-BR116,-48.51413211,-25.01917183
Régis Bittencourt.SP-BR116.560.8,Régis Bittencourt,560.8,SP-BR116,-48.51446803,-25.01941943
Régis Bittencourt.SP-BR116.560.9,Régis Bittencourt,560.9,SP-BR116,-48.51547621,-25.02016251
Régis Bittencourt.SP-BR116.561.0,Régis Bittencourt,561,SP-BR116,-48.51581214,-25.0204101
Régis Bittencourt.SP-BR116.561.1,Régis Bittencourt,561.1,SP-BR116,-48.51680973,-25.02103979
Régis Bittencourt.SP-BR116.561.2,Régis Bittencourt,561.2,SP-BR116,-48.5174718,-25.02142212
Régis Bittencourt.SP-BR116.561.3,Régis Bittencourt,561.3,SP-BR116,-48.51813346,-25.02180422
Régis Bittencourt.SP-BR116.561.4,Régis Bittencourt,561.4,SP-BR116,-48.51846429,-25.02199527
Régis Bittencourt.SP-BR116.561.5,Régis Bittencourt,561.5,SP-BR116,-48.51914616,-25.02238903
Régis Bittencourt.SP-BR116.561.6,Régis Bittencourt,561.6,SP-BR116,-48.52011886,-25.02295075
Régis Bittencourt.SP-BR116.561.7,Régis Bittencourt,561.7,SP-BR116,-48.52078093,-25.02333308
Régis Bittencourt.SP-BR116.561.8,Régis Bittencourt,561.8,SP-BR116,-48.5214426,-25.02371518
Régis Bittencourt.SP-BR116.561.9,Régis Bittencourt,561.9,SP-BR116,-48.52202509,-25.02405155
