ConcessionariaRodoviakm,Concessionaria,kmmt,Rodovia,Longitude,Latitude
Régis Bittencourt.SP-BR116.513.9,Régis Bittencourt,513.9,SP-BR116,-48.21324676,-24.86051533
Régis Bittencourt.SP-BR116.514.0,Régis Bittencourt,514,SP-BR116,-48.2133458,-24.86150298
Régis Bittencourt.SP-BR116.514.1,Régis Bittencourt,514.1,SP-BR116,-48.21305146,-24.86216995
Régis Bittencourt.SP-BR116.514.2,Régis Bittencourt,514.2,SP-BR116,-48.21275112,-24.86285049
Régis Bittencourt.SP-BR116.514.3,Régis Bittencourt,514.3,SP-BR116,-48.21254297,-24.86332213
Régis Bittencourt.SP-BR116.514.4,Régis Bittencourt,514.4,SP-BR116,-48.21215644,-24.86419799
Régis Bittencourt.SP-BR116.514.5,Régis Bittencourt,514.5,SP-BR116,-48.21200781,-24.86453477
Régis Bittencourt.SP-BR116.514.6,Régis Bittencourt,514.6,SP-BR116,-48.21156176,-24.8655455
Régis Bittencourt.SP-BR116.514.7,Régis Bittencourt,514.7,SP-BR116,-48.21141313,-24.86588228
Régis Bittencourt.SP-BR116.514.8,Régis Bittencourt,514.8,SP-BR116,-48.21111588,-24.86655583
Régis Bittencourt.SP-BR116.514.9,Régis Bittencourt,514.9,SP-BR116,-48.21081845,-24.86722979
Régis Bittencourt.SP-BR116.515.0,Régis Bittencourt,515,SP-BR116,-48.21046634,-24.8683105
Régis Bittencourt.SP-BR116.515.1,Régis Bittencourt,515.1,SP-BR116,-48.21038952,-24.86888073
Régis Bittencourt.SP-BR116.515.2,Régis Bittencourt,515.2,SP-BR116,-48.21024685,-24.86993966
Régis Bittencourt.SP-BR116.515.3,Régis Bittencourt,515.3,SP-BR116,-48.21019199,-24.87034682
Régis Bittencourt.SP-BR116.515.4,Régis Bittencourt,515.4,SP-BR116,-48.21008221,-24.87116165
Régis Bittencourt.SP-BR116.515.5,Régis Bittencourt,515.5,SP-BR116,-48.20996151,-24.87205751
Régis Bittencourt.SP-BR116.515.6,Régis Bittencourt,515.6,SP-BR116,-48.20980785,-24.87319797
Régis Bittencourt.SP-BR116.515.7,Régis Bittencourt,515.7,SP-BR116,-48.20975299,-24.87360513
Régis Bittencourt.SP-BR116.515.8,Régis Bittencourt,515.8,SP-BR116,-48.20958842,-24.87482663
Régis Bittencourt.SP-BR116.515.9,Régis Bittencourt,515.9,SP-BR116,-48.20953349,-24.87523429
Régis Bittencourt.SP-BR116.516.0,Régis Bittencourt,516,SP-BR116,-48.20942378,-24.87604862
Régis Bittencourt.SP-BR116.516.1,Régis Bittencourt,516.1,SP-BR116,-48.20986323,-24.87656241
Régis Bittencourt.SP-BR116.516.2,Régis Bittencourt,516.2,SP-BR116,-48.21030294,-24.87707652
Régis Bittencourt.SP-BR116.516.3,Régis Bittencourt,516.3,SP-BR116,-48.21052696,-24.87733844
Régis Bittencourt.SP-BR116.516.4,Régis Bittencourt,516.4,SP-BR116,-48.21096212,-24.87784721
Régis Bittencourt.SP-BR116.516.5,Régis Bittencourt,516.5,SP-BR116,-48.21162156,-24.87861821
Régis Bittencourt.SP-BR116.516.6,Régis Bittencourt,516.6,SP-BR116,-48.21206101,-24.87913201
Régis Bittencourt.SP-BR116.516.7,Régis Bittencourt,516.7,SP-BR116,-48.21250072,-24.87964612
Régis Bittencourt.SP-BR116.516.8,Régis Bittencourt,516.8,SP-BR116,-48.21272045,-24.87990301
Régis Bittencourt.SP-BR116.516.9,Régis Bittencourt,516.9,SP-BR116,-48.21337989,-24.88067402
Régis Bittencourt.SP-BR116.518.0,Régis Bittencourt,518,SP-BR116,-48.2227881,-24.88091449
Régis Bittencourt.SP-BR116.517.9,Régis Bittencourt,517.9,SP-BR116,-48.22189144,-24.88094182
Régis Bittencourt.SP-BR116.517.8,Régis Bittencourt,517.8,SP-BR116,-48.22099423,-24.88096916
Régis Bittencourt.SP-BR116.517.7,Régis Bittencourt,517.7,SP-BR116,-48.22009758,-24.88099649
Régis Bittencourt.SP-BR116.517.6,Régis Bittencourt,517.6,SP-BR116,-48.21920037,-24.88102383
Régis Bittencourt.SP-BR116.517.5,Régis Bittencourt,517.5,SP-BR116,-48.21830371,-24.88105115
Régis Bittencourt.SP-BR116.517.4,Régis Bittencourt,517.4,SP-BR116,-48.21740706,-24.88107848
Régis Bittencourt.SP-BR116.517.3,Régis Bittencourt,517.3,SP-BR116,-48.21650985,-24.88110582
Régis Bittencourt.SP-BR116.517.2,Régis Bittencourt,517.2,SP-BR116,-48.21516487,-24.88114681
Régis Bittencourt.SP-BR116.517.1,Régis Bittencourt,517.1,SP-BR116,-48.21471599,-24.88116048
Régis Bittencourt.SP-BR116.517.0,Régis Bittencourt,517,SP-BR116,-48.21381933,-24.88118781
Régis Bittencourt.SP-BR116.518.1,Régis Bittencourt,518.1,SP-BR116,-48.22325052,-24.88162032
Régis Bittencourt.SP-BR116.518.2,Régis Bittencourt,518.2,SP-BR116,-48.22348201,-24.88197366
Régis Bittencourt.SP-BR116.518.3,Régis Bittencourt,518.3,SP-BR116,-48.22417564,-24.8830324
Régis Bittencourt.SP-BR116.518.4,Régis Bittencourt,518.4,SP-BR116,-48.22463835,-24.88373866
Régis Bittencourt.SP-BR116.518.5,Régis Bittencourt,518.5,SP-BR116,-48.22510077,-24.88444448
Régis Bittencourt.SP-BR116.518.6,Régis Bittencourt,518.6,SP-BR116,-48.22556319,-24.88515031
Régis Bittencourt.SP-BR116.518.7,Régis Bittencourt,518.7,SP-BR116,-48.22599794,-24.88581391
Régis Bittencourt.SP-BR116.518.8,Régis Bittencourt,518.8,SP-BR116,-48.22648831,-24.88656239
Régis Bittencourt.SP-BR116.518.9,Régis Bittencourt,518.9,SP-BR116,-48.22695102,-24.88726865
Régis Bittencourt.SP-BR116.519.0,Régis Bittencourt,519,SP-BR116,-48.22741344,-24.88797447
Régis Bittencourt.SP-BR116.519.1,Régis Bittencourt,519.1,SP-BR116,-48.22816966,-24.88848776
Régis Bittencourt.SP-BR116.519.2,Régis Bittencourt,519.2,SP-BR116,-48.22892634,-24.88900137
Régis Bittencourt.SP-BR116.519.3,Régis Bittencourt,519.3,SP-BR116,-48.22968256,-24.88951466
Régis Bittencourt.SP-BR116.519.4,Régis Bittencourt,519.4,SP-BR116,-48.23043924,-24.89002826
Régis Bittencourt.SP-BR116.519.5,Régis Bittencourt,519.5,SP-BR116,-48.23119546,-24.89054156
Régis Bittencourt.SP-BR116.519.6,Régis Bittencourt,519.6,SP-BR116,-48.23195167,-24.89105485
Régis Bittencourt.SP-BR116.519.8,Régis Bittencourt,519.8,SP-BR116,-48.23346457,-24.89208174
Régis Bittencourt.SP-BR116.519.7,Régis Bittencourt,519.7,SP-BR116,-48.23882381,-24.89225338
Régis Bittencourt.SP-BR116.519.9,Régis Bittencourt,519.9,SP-BR116,-48.23422125,-24.89259535
Régis Bittencourt.SP-BR116.520.0,Régis Bittencourt,520,SP-BR116,-48.23497747,-24.89310864
Régis Bittencourt.SP-BR116.520.1,Régis Bittencourt,520.1,SP-BR116,-48.23581505,-24.89351077
Régis Bittencourt.SP-BR116.520.2,Régis Bittencourt,520.2,SP-BR116,-48.23665315,-24.89391314
Régis Bittencourt.SP-BR116.520.3,Régis Bittencourt,520.3,SP-BR116,-48.23749073,-24.89431527
Régis Bittencourt.SP-BR116.520.4,Régis Bittencourt,520.4,SP-BR116,-48.23832882,-24.89471764
Régis Bittencourt.SP-BR116.520.5,Régis Bittencourt,520.5,SP-BR116,-48.2391664,-24.89511977
Régis Bittencourt.SP-BR116.520.6,Régis Bittencourt,520.6,SP-BR116,-48.24000398,-24.8955219
Régis Bittencourt.SP-BR116.520.7,Régis Bittencourt,520.7,SP-BR116,-48.24084207,-24.89592427
Régis Bittencourt.SP-BR116.520.8,Régis Bittencourt,520.8,SP-BR116,-48.24167965,-24.8963264
Régis Bittencourt.SP-BR116.520.9,Régis Bittencourt,520.9,SP-BR116,-48.24251775,-24.89672877
Régis Bittencourt.SP-BR116.521.0,Régis Bittencourt,521,SP-BR116,-48.24293654,-24.89692984
Régis Bittencourt.SP-BR116.521.1,Régis Bittencourt,521.1,SP-BR116,-48.24385606,-24.89786411
Régis Bittencourt.SP-BR116.521.2,Régis Bittencourt,521.2,SP-BR116,-48.2443571,-24.89859777
Régis Bittencourt.SP-BR116.521.5,Régis Bittencourt,521.5,SP-BR116,-48.24585962,-24.90079786
Régis Bittencourt.SP-BR116.521.4,Régis Bittencourt,521.4,SP-BR116,-48.24760401,-24.90089814
Régis Bittencourt.SP-BR116.521.3,Régis Bittencourt,521.3,SP-BR116,-48.2493484,-24.90099841
Régis Bittencourt.SP-BR116.521.7,Régis Bittencourt,521.7,SP-BR116,-48.24686139,-24.90226473
Régis Bittencourt.SP-BR116.521.6,Régis Bittencourt,521.6,SP-BR116,-48.2515696,-24.90257072
Régis Bittencourt.SP-BR116.521.8,Régis Bittencourt,521.8,SP-BR116,-48.24736213,-24.90299794
Régis Bittencourt.SP-BR116.521.9,Régis Bittencourt,521.9,SP-BR116,-48.25379126,-24.90414334
Régis Bittencourt.SP-BR116.522.0,Régis Bittencourt,522,SP-BR116,-48.24836391,-24.90446482
Régis Bittencourt.SP-BR116.522.1,Régis Bittencourt,522.1,SP-BR116,-48.2543934,-24.90544858
Régis Bittencourt.SP-BR116.522.2,Régis Bittencourt,522.2,SP-BR116,-48.24932121,-24.90606828
Régis Bittencourt.SP-BR116.522.3,Régis Bittencourt,522.3,SP-BR116,-48.24979971,-24.90686976
Régis Bittencourt.SP-BR116.522.4,Régis Bittencourt,522.4,SP-BR116,-48.25027851,-24.90767173
Régis Bittencourt.SP-BR116.522.5,Régis Bittencourt,522.5,SP-BR116,-48.25075701,-24.90847322
Régis Bittencourt.SP-BR116.522.6,Régis Bittencourt,522.6,SP-BR116,-48.25123551,-24.9092747
Régis Bittencourt.SP-BR116.522.7,Régis Bittencourt,522.7,SP-BR116,-48.25171431,-24.91007668
Régis Bittencourt.SP-BR116.522.8,Régis Bittencourt,522.8,SP-BR116,-48.25219281,-24.91087816
Régis Bittencourt.SP-BR116.522.9,Régis Bittencourt,522.9,SP-BR116,-48.25267161,-24.91168014
Régis Bittencourt.SP-BR116.523.0,Régis Bittencourt,523,SP-BR116,-48.25291086,-24.91208088
Régis Bittencourt.SP-BR116.523.1,Régis Bittencourt,523.1,SP-BR116,-48.25369008,-24.9131933
Régis Bittencourt.SP-BR116.523.2,Régis Bittencourt,523.2,SP-BR116,-48.25423038,-24.91390541
Régis Bittencourt.SP-BR116.523.3,Régis Bittencourt,523.3,SP-BR116,-48.25477035,-24.91461709
Régis Bittencourt.SP-BR116.523.4,Régis Bittencourt,523.4,SP-BR116,-48.25504034,-24.91497293
Régis Bittencourt.SP-BR116.523.5,Régis Bittencourt,523.5,SP-BR116,-48.25585062,-24.91604088
Régis Bittencourt.SP-BR116.523.6,Régis Bittencourt,523.6,SP-BR116,-48.25639059,-24.91675255
Régis Bittencourt.SP-BR116.523.7,Régis Bittencourt,523.7,SP-BR116,-48.25693089,-24.91746467
Régis Bittencourt.SP-BR116.523.8,Régis Bittencourt,523.8,SP-BR116,-48.25747086,-24.91817634
Régis Bittencourt.SP-BR116.523.9,Régis Bittencourt,523.9,SP-BR116,-48.25779491,-24.91860344
Régis Bittencourt.SP-BR116.524.0,Régis Bittencourt,524,SP-BR116,-48.25828115,-24.91924429
Régis Bittencourt.SP-BR116.524.1,Régis Bittencourt,524.1,SP-BR116,-48.25923705,-24.92017655
Régis Bittencourt.SP-BR116.524.2,Régis Bittencourt,524.2,SP-BR116,-48.25992339,-24.92075332
Régis Bittencourt.SP-BR116.524.3,Régis Bittencourt,524.3,SP-BR116,-48.26060931,-24.92132974
Régis Bittencourt.SP-BR116.524.4,Régis Bittencourt,524.4,SP-BR116,-48.26129544,-24.92190633
Régis Bittencourt.SP-BR116.524.5,Régis Bittencourt,524.5,SP-BR116,-48.26198156,-24.92248292
Régis Bittencourt.SP-BR116.524.6,Régis Bittencourt,524.6,SP-BR116,-48.26266748,-24.92305934
Régis Bittencourt.SP-BR116.524.7,Régis Bittencourt,524.7,SP-BR116,-48.26335382,-24.92363611
Régis Bittencourt.SP-BR116.524.8,Régis Bittencourt,524.8,SP-BR116,-48.26403995,-24.92421271
Régis Bittencourt.SP-BR116.524.9,Régis Bittencourt,524.9,SP-BR116,-48.26472607,-24.9247893
Régis Bittencourt.SP-BR116.525.0,Régis Bittencourt,525,SP-BR116,-48.26506903,-24.92507751
Régis Bittencourt.SP-BR116.525.1,Régis Bittencourt,525.1,SP-BR116,-48.26625023,-24.92578893
Régis Bittencourt.SP-BR116.525.2,Régis Bittencourt,525.2,SP-BR116,-48.26708898,-24.92621241
Régis Bittencourt.SP-BR116.525.3,Régis Bittencourt,525.3,SP-BR116,-48.26792722,-24.92663563
Régis Bittencourt.SP-BR116.525.4,Régis Bittencourt,525.4,SP-BR116,-48.26876572,-24.92705898
Régis Bittencourt.SP-BR116.525.5,Régis Bittencourt,525.5,SP-BR116,-48.26960421,-24.92748232
Régis Bittencourt.SP-BR116.525.6,Régis Bittencourt,525.6,SP-BR116,-48.27044271,-24.92790567
Régis Bittencourt.SP-BR116.525.7,Régis Bittencourt,525.7,SP-BR116,-48.2712812,-24.92832902
Régis Bittencourt.SP-BR116.525.8,Régis Bittencourt,525.8,SP-BR116,-48.27211944,-24.92875223
Régis Bittencourt.SP-BR116.525.9,Régis Bittencourt,525.9,SP-BR116,-48.27274838,-24.92906978
Régis Bittencourt.SP-BR116.526.0,Régis Bittencourt,526,SP-BR116,-48.27337731,-24.92938732
Régis Bittencourt.SP-BR116.526.1,Régis Bittencourt,526.1,SP-BR116,-48.27467614,-24.92993055
Régis Bittencourt.SP-BR116.526.2,Régis Bittencourt,526.2,SP-BR116,-48.27555639,-24.93026238
Régis Bittencourt.SP-BR116.526.3,Régis Bittencourt,526.3,SP-BR116,-48.27626048,-24.9305278
Régis Bittencourt.SP-BR116.526.4,Régis Bittencourt,526.4,SP-BR116,-48.27731634,-24.93092583
Régis Bittencourt.SP-BR116.526.5,Régis Bittencourt,526.5,SP-BR116,-48.27819605,-24.93125745
Régis Bittencourt.SP-BR116.526.6,Régis Bittencourt,526.6,SP-BR116,-48.27893962,-24.93153775
Régis Bittencourt.SP-BR116.526.7,Régis Bittencourt,526.7,SP-BR116,-48.27968318,-24.93181805
Régis Bittencourt.SP-BR116.526.8,Régis Bittencourt,526.8,SP-BR116,-48.28080081,-24.93223936
Régis Bittencourt.SP-BR116.526.9,Régis Bittencourt,526.9,SP-BR116,-48.28171597,-24.93258435
Régis Bittencourt.SP-BR116.527.0,Régis Bittencourt,527,SP-BR116,-48.28259568,-24.93291597
Régis Bittencourt.SP-BR116.527.1,Régis Bittencourt,527.1,SP-BR116,-48.28349785,-24.9332134
Régis Bittencourt.SP-BR116.527.2,Régis Bittencourt,527.2,SP-BR116,-48.28440057,-24.933511
Régis Bittencourt.SP-BR116.527.3,Régis Bittencourt,527.3,SP-BR116,-48.28530274,-24.93380843
Régis Bittencourt.SP-BR116.527.4,Régis Bittencourt,527.4,SP-BR116,-48.28620546,-24.93410604
Régis Bittencourt.SP-BR116.527.5,Régis Bittencourt,527.5,SP-BR116,-48.28689117,-24.9343321
Régis Bittencourt.SP-BR116.527.6,Régis Bittencourt,527.6,SP-BR116,-48.28796463,-24.934686
Régis Bittencourt.SP-BR116.527.7,Régis Bittencourt,527.7,SP-BR116,-48.28891252,-24.9349985
Régis Bittencourt.SP-BR116.527.8,Régis Bittencourt,527.8,SP-BR116,-48.28981469,-24.93529593
Régis Bittencourt.SP-BR116.527.9,Régis Bittencourt,527.9,SP-BR116,-48.29071741,-24.93559353
Régis Bittencourt.SP-BR116.528.0,Régis Bittencourt,528,SP-BR116,-48.29161958,-24.93589096
Régis Bittencourt.SP-BR116.528.1,Régis Bittencourt,528.1,SP-BR116,-48.29252053,-24.93618864
Régis Bittencourt.SP-BR116.528.2,Régis Bittencourt,528.2,SP-BR116,-48.29342203,-24.9364865
Régis Bittencourt.SP-BR116.528.3,Régis Bittencourt,528.3,SP-BR116,-48.29432299,-24.93678417
Régis Bittencourt.SP-BR116.528.4,Régis Bittencourt,528.4,SP-BR116,-48.29522449,-24.93708203
Régis Bittencourt.SP-BR116.528.5,Régis Bittencourt,528.5,SP-BR116,-48.29612545,-24.93737971
Régis Bittencourt.SP-BR116.528.6,Régis Bittencourt,528.6,SP-BR116,-48.2970264,-24.93767739
Régis Bittencourt.SP-BR116.528.7,Régis Bittencourt,528.7,SP-BR116,-48.2977475,-24.93791564
Régis Bittencourt.SP-BR116.528.8,Régis Bittencourt,528.8,SP-BR116,-48.29882886,-24.93827292
Régis Bittencourt.SP-BR116.528.9,Régis Bittencourt,528.9,SP-BR116,-48.29973036,-24.93857078
Régis Bittencourt.SP-BR116.529.0,Régis Bittencourt,529,SP-BR116,-48.30018084,-24.93871962
Régis Bittencourt.SP-BR116.529.1,Régis Bittencourt,529.1,SP-BR116,-48.30149813,-24.93923776
Régis Bittencourt.SP-BR116.529.2,Régis Bittencourt,529.2,SP-BR116,-48.30193206,-24.93942263
Régis Bittencourt.SP-BR116.529.3,Régis Bittencourt,529.3,SP-BR116,-48.30323227,-24.93997658
Régis Bittencourt.SP-BR116.529.4,Régis Bittencourt,529.4,SP-BR116,-48.30409961,-24.9403461
Régis Bittencourt.SP-BR116.529.5,Régis Bittencourt,529.5,SP-BR116,-48.30496642,-24.9407154
Régis Bittencourt.SP-BR116.529.6,Régis Bittencourt,529.6,SP-BR116,-48.30574697,-24.94104794
Régis Bittencourt.SP-BR116.529.7,Régis Bittencourt,529.7,SP-BR116,-48.30670057,-24.94145421
Régis Bittencourt.SP-BR116.529.8,Régis Bittencourt,529.8,SP-BR116,-48.30756737,-24.94182351
Régis Bittencourt.SP-BR116.529.9,Régis Bittencourt,529.9,SP-BR116,-48.30843471,-24.94219303
Régis Bittencourt.SP-BR116.530.0,Régis Bittencourt,530,SP-BR116,-48.30930152,-24.94256233
Régis Bittencourt.SP-BR116.530.1,Régis Bittencourt,530.1,SP-BR116,-48.30985143,-24.9432752
Régis Bittencourt.SP-BR116.530.2,Régis Bittencourt,530.2,SP-BR116,-48.31040167,-24.94398851
Régis Bittencourt.SP-BR116.530.3,Régis Bittencourt,530.3,SP-BR116,-48.31095158,-24.94470138
Régis Bittencourt.SP-BR116.530.4,Régis Bittencourt,530.4,SP-BR116,-48.31166666,-24.94562837
Régis Bittencourt.SP-BR116.530.5,Régis Bittencourt,530.5,SP-BR116,-48.31205174,-24.94612756
Régis Bittencourt.SP-BR116.530.6,Régis Bittencourt,530.6,SP-BR116,-48.31260164,-24.94684043
Régis Bittencourt.SP-BR116.546.0,Régis Bittencourt,546,SP-BR116,-48.42810352,-24.94713743
Régis Bittencourt.SP-BR116.546.1,Régis Bittencourt,546.1,SP-BR116,-48.42917892,-24.94715253
Régis Bittencourt.SP-BR116.546.2,Régis Bittencourt,546.2,SP-BR116,-48.42963214,-24.94728542
Régis Bittencourt.SP-BR116.545.9,Régis Bittencourt,545.9,SP-BR116,-48.42793346,-24.94738777
Régis Bittencourt.SP-BR116.530.7,Régis Bittencourt,530.7,SP-BR116,-48.31315189,-24.94755374
Régis Bittencourt.SP-BR116.546.3,Régis Bittencourt,546.3,SP-BR116,-48.43099015,-24.94768358
Régis Bittencourt.SP-BR116.546.4,Régis Bittencourt,546.4,SP-BR116,-48.43189605,-24.94794918
Régis Bittencourt.SP-BR116.545.8,Régis Bittencourt,545.8,SP-BR116,-48.42742306,-24.94813908
Régis Bittencourt.SP-BR116.546.5,Régis Bittencourt,546.5,SP-BR116,-48.43280139,-24.94821462
Régis Bittencourt.SP-BR116.530.8,Régis Bittencourt,530.8,SP-BR116,-48.3137018,-24.94826661
Régis Bittencourt.SP-BR116.546.6,Régis Bittencourt,546.6,SP-BR116,-48.43325405,-24.94834734
Régis Bittencourt.SP-BR116.545.7,Régis Bittencourt,545.7,SP-BR116,-48.427253,-24.94838942
Régis Bittencourt.SP-BR116.546.7,Régis Bittencourt,546.7,SP-BR116,-48.43461262,-24.94874567
Régis Bittencourt.SP-BR116.530.9,Régis Bittencourt,530.9,SP-BR116,-48.31425204,-24.94897991
Régis Bittencourt.SP-BR116.546.8,Régis Bittencourt,546.8,SP-BR116,-48.43551796,-24.94901111
Régis Bittencourt.SP-BR116.545.6,Régis Bittencourt,545.6,SP-BR116,-48.4267426,-24.94914074
Régis Bittencourt.SP-BR116.546.9,Régis Bittencourt,546.9,SP-BR116,-48.43642385,-24.94927671
Régis Bittencourt.SP-BR116.545.5,Régis Bittencourt,545.5,SP-BR116,-48.42657253,-24.94939108
Régis Bittencourt.SP-BR116.547.0,Régis Bittencourt,547,SP-BR116,-48.43687652,-24.94940943
Régis Bittencourt.SP-BR116.531.0,Régis Bittencourt,531,SP-BR116,-48.31480195,-24.94969279
Régis Bittencourt.SP-BR116.545.4,Régis Bittencourt,545.4,SP-BR116,-48.42623241,-24.94989175
Régis Bittencourt.SP-BR116.531.1,Régis Bittencourt,531.1,SP-BR116,-48.31563879,-24.95003052
Régis Bittencourt.SP-BR116.547.1,Régis Bittencourt,547.1,SP-BR116,-48.43810126,-24.95003808
Régis Bittencourt.SP-BR116.531.2,Régis Bittencourt,531.2,SP-BR116,-48.31647615,-24.95036846
Régis Bittencourt.SP-BR116.545.3,Régis Bittencourt,545.3,SP-BR116,-48.42583082,-24.9504829
Régis Bittencourt.SP-BR116.547.2,Régis Bittencourt,547.2,SP-BR116,-48.43887381,-24.9505343
Régis Bittencourt.SP-BR116.531.3,Régis Bittencourt,531.3,SP-BR116,-48.31731299,-24.9507062
Régis Bittencourt.SP-BR116.547.3,Régis Bittencourt,547.3,SP-BR116,-48.43964589,-24.95103023
Régis Bittencourt.SP-BR116.531.4,Régis Bittencourt,531.4,SP-BR116,-48.31815035,-24.95104414
Régis Bittencourt.SP-BR116.545.2,Régis Bittencourt,545.2,SP-BR116,-48.42538188,-24.95114374
Régis Bittencourt.SP-BR116.531.5,Régis Bittencourt,531.5,SP-BR116,-48.31898719,-24.95138187
Régis Bittencourt.SP-BR116.545.1,Régis Bittencourt,545.1,SP-BR116,-48.42521161,-24.95139439
Régis Bittencourt.SP-BR116.547.4,Régis Bittencourt,547.4,SP-BR116,-48.44041844,-24.95152646
Régis Bittencourt.SP-BR116.531.6,Régis Bittencourt,531.6,SP-BR116,-48.3194894,-24.95158456
Régis Bittencourt.SP-BR116.545.0,Régis Bittencourt,545,SP-BR116,-48.42487149,-24.95189506
Régis Bittencourt.SP-BR116.547.5,Régis Bittencourt,547.5,SP-BR116,-48.44119052,-24.95202238
Régis Bittencourt.SP-BR116.531.7,Régis Bittencourt,531.7,SP-BR116,-48.32066139,-24.95205755
Régis Bittencourt.SP-BR116.531.8,Régis Bittencourt,531.8,SP-BR116,-48.32149824,-24.95239529
Régis Bittencourt.SP-BR116.547.6,Régis Bittencourt,547.6,SP-BR116,-48.4419626,-24.95251831
Régis Bittencourt.SP-BR116.544.9,Régis Bittencourt,544.9,SP-BR116,-48.42445398,-24.95266303
Régis Bittencourt.SP-BR116.531.9,Régis Bittencourt,531.9,SP-BR116,-48.32233559,-24.95273323
Régis Bittencourt.SP-BR116.532.0,Régis Bittencourt,532,SP-BR116,-48.32275401,-24.95290209
Régis Bittencourt.SP-BR116.547.7,Régis Bittencourt,547.7,SP-BR116,-48.44273514,-24.95301454
Régis Bittencourt.SP-BR116.532.1,Régis Bittencourt,532.1,SP-BR116,-48.32409053,-24.95331383
Régis Bittencourt.SP-BR116.544.8,Régis Bittencourt,544.8,SP-BR116,-48.42403622,-24.95343146
Régis Bittencourt.SP-BR116.547.8,Régis Bittencourt,547.8,SP-BR116,-48.44350722,-24.95351046
Régis Bittencourt.SP-BR116.532.2,Régis Bittencourt,532.2,SP-BR116,-48.32500919,-24.95355684
Régis Bittencourt.SP-BR116.532.3,Régis Bittencourt,532.3,SP-BR116,-48.32592728,-24.95379971
Régis Bittencourt.SP-BR116.547.9,Régis Bittencourt,547.9,SP-BR116,-48.44427977,-24.95400669
Régis Bittencourt.SP-BR116.532.4,Régis Bittencourt,532.4,SP-BR116,-48.32684594,-24.95404273
Régis Bittencourt.SP-BR116.544.7,Régis Bittencourt,544.7,SP-BR116,-48.42361871,-24.95419943
Régis Bittencourt.SP-BR116.532.5,Régis Bittencourt,532.5,SP-BR116,-48.32776403,-24.95428559
Régis Bittencourt.SP-BR116.548.0,Régis Bittencourt,548,SP-BR116,-48.44505185,-24.95450262
Régis Bittencourt.SP-BR116.532.6,Régis Bittencourt,532.6,SP-BR116,-48.32868212,-24.95452846
Régis Bittencourt.SP-BR116.548.1,Régis Bittencourt,548.1,SP-BR116,-48.44587632,-24.95459568
Régis Bittencourt.SP-BR116.548.2,Régis Bittencourt,548.2,SP-BR116,-48.44628906,-24.95464227
Régis Bittencourt.SP-BR116.532.7,Régis Bittencourt,532.7,SP-BR116,-48.32960078,-24.95477148
Régis Bittencourt.SP-BR116.548.3,Régis Bittencourt,548.3,SP-BR116,-48.44752576,-24.95478186
Régis Bittencourt.SP-BR116.548.4,Régis Bittencourt,548.4,SP-BR116,-48.44835073,-24.95487498
Régis Bittencourt.SP-BR116.544.6,Régis Bittencourt,544.6,SP-BR116,-48.42320095,-24.95496786
Régis Bittencourt.SP-BR116.548.5,Régis Bittencourt,548.5,SP-BR116,-48.4491752,-24.95496804
Régis Bittencourt.SP-BR116.532.8,Régis Bittencourt,532.8,SP-BR116,-48.33051887,-24.95501434
Régis Bittencourt.SP-BR116.548.6,Régis Bittencourt,548.6,SP-BR116,-48.44958744,-24.95501457
Régis Bittencourt.SP-BR116.548.7,Régis Bittencourt,548.7,SP-BR116,-48.45065955,-24.95513559
Régis Bittencourt.SP-BR116.548.8,Régis Bittencourt,548.8,SP-BR116,-48.45123688,-24.95520075
Régis Bittencourt.SP-BR116.532.9,Régis Bittencourt,532.9,SP-BR116,-48.33143753,-24.95525736
Régis Bittencourt.SP-BR116.548.9,Régis Bittencourt,548.9,SP-BR116,-48.45216051,-24.95530501
Régis Bittencourt.SP-BR116.533.0,Régis Bittencourt,533,SP-BR116,-48.33189658,-24.95537879
Régis Bittencourt.SP-BR116.549.0,Régis Bittencourt,549,SP-BR116,-48.45329856,-24.95543346
Régis Bittencourt.SP-BR116.549.1,Régis Bittencourt,549.1,SP-BR116,-48.45422241,-24.95549739
Régis Bittencourt.SP-BR116.549.2,Régis Bittencourt,549.2,SP-BR116,-48.45472156,-24.95553193
Régis Bittencourt.SP-BR116.549.3,Régis Bittencourt,549.3,SP-BR116,-48.45607068,-24.95562528
Régis Bittencourt.SP-BR116.549.4,Régis Bittencourt,549.4,SP-BR116,-48.45699509,-24.95568924
Régis Bittencourt.SP-BR116.544.5,Régis Bittencourt,544.5,SP-BR116,-48.42278345,-24.95573583
Régis Bittencourt.SP-BR116.549.5,Régis Bittencourt,549.5,SP-BR116,-48.45791895,-24.95575316
Régis Bittencourt.SP-BR116.549.6,Régis Bittencourt,549.6,SP-BR116,-48.4588428,-24.95581709
Régis Bittencourt.SP-BR116.549.7,Régis Bittencourt,549.7,SP-BR116,-48.45976721,-24.95588105
Régis Bittencourt.SP-BR116.549.8,Régis Bittencourt,549.8,SP-BR116,-48.46069106,-24.95594498
Régis Bittencourt.SP-BR116.549.9,Régis Bittencourt,549.9,SP-BR116,-48.46134701,-24.95599036
Régis Bittencourt.SP-BR116.550.0,Régis Bittencourt,550,SP-BR116,-48.46244683,-24.95606646
Régis Bittencourt.SP-BR116.533.1,Régis Bittencourt,533.1,SP-BR116,-48.3330447,-24.95610852
Régis Bittencourt.SP-BR116.533.2,Régis Bittencourt,533.2,SP-BR116,-48.33338965,-24.95641304
