concessionaria;mes_ano;sentido;praca;tipo_de_cobranca;categoria;tipo_de_veiculo;volume_total;multiplicador_de_tarifa;volume_veiculo_equivalente
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 4";"Comercial";35552.00;3.00;106656.00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 5";"Passeio";160.00;2.00;320.00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 5";"Passeio";141.00;2.00;282.00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 6";"Comercial";9276.00;4.00;37104.00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 6";"Comercial";9449.00;4.00;37796.00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 7";"Comercial";19136.00;5.00;95680.00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 7";"Comercial";19676.00;5.00;98380.00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 8";"Comercial";24584.00;6.00;147504.00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 8";"Comercial";27032.00;6.00;162192.00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 9";"Moto";3818.00;0.50;1909.00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 9";"Moto";3599.00;0.50;1799.50
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Outros";"Comercial";6407.00;6.00;38442.00
"AUTOPISTA FERNÃO DIAS";"01/01/2015";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Outros";"Comercial";5985.00;6.00;35910.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 1";"Passeio";720531.00;1.00;720531.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 1";"Passeio";712213.00;1.00;712213.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 2";"Comercial";51252.00;2.00;102504.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 2";"Comercial";48251.00;2.00;96502.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 3";"Passeio";1196.00;1.50;1794.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 3";"Passeio";1209.00;1.50;1813.50
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 4";"Comercial";48137.00;3.00;144411.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 4";"Comercial";47451.00;3.00;142353.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 5";"Passeio";115.00;2.00;230.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 5";"Passeio";109.00;2.00;218.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 6";"Comercial";8952.00;4.00;35808.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 6";"Comercial";8581.00;4.00;34324.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 7";"Comercial";22302.00;5.00;111510.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 7";"Comercial";21761.00;5.00;108805.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 8";"Comercial";20369.00;6.00;122214.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 8";"Comercial";21538.00;6.00;129228.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 9";"Moto";20607.00;0.50;10303.50
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Categoria 9";"Moto";22229.00;0.50;11114.50
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Outros";"Comercial";6349.00;6.00;38094.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 01 BR-381/SP Norte: km 65,70 Sul: km 66,80";"N/I";"Outros";"Comercial";6662.00;6.00;39972.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 1";"Passeio";291267.00;1.00;291267.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 1";"Passeio";284091.00;1.00;284091.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 2";"Comercial";23796.00;2.00;47592.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 2";"Comercial";23679.00;2.00;47358.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 3";"Passeio";937.00;1.50;1405.50
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 3";"Passeio";978.00;1.50;1467.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 4";"Comercial";35957.00;3.00;107871.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 4";"Comercial";35962.00;3.00;107886.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 5";"Passeio";155.00;2.00;310.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 5";"Passeio";142.00;2.00;284.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 6";"Comercial";9478.00;4.00;37912.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 6";"Comercial";9105.00;4.00;36420.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 7";"Comercial";24996.00;5.00;124980.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 7";"Comercial";24728.00;5.00;123640.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 8";"Comercial";31153.00;6.00;186918.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 8";"Comercial";29694.00;6.00;178164.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 9";"Moto";9211.00;0.50;4605.50
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Categoria 9";"Moto";8822.00;0.50;4411.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Outros";"Comercial";9313.00;6.00;55878.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 02 BR-381/SP km 7,30";"N/I";"Outros";"Comercial";8615.00;6.00;51690.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 1";"Passeio";192383.00;1.00;192383.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 1";"Passeio";188760.00;1.00;188760.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 2";"Comercial";19898.00;2.00;39796.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 2";"Comercial";20139.00;2.00;40278.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 3";"Passeio";804.00;1.50;1206.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 3";"Passeio";846.00;1.50;1269.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 4";"Comercial";32057.00;3.00;96171.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 4";"Comercial";32164.00;3.00;96492.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 5";"Passeio";131.00;2.00;262.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 5";"Passeio";124.00;2.00;248.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 6";"Comercial";8501.00;4.00;34004.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 6";"Comercial";8164.00;4.00;32656.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 7";"Comercial";22172.00;5.00;110860.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 7";"Comercial";21896.00;5.00;109480.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 8";"Comercial";29685.00;6.00;178110.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 8";"Comercial";27777.00;6.00;166662.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 9";"Moto";4766.00;0.50;2383.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Categoria 9";"Moto";4933.00;0.50;2466.50
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Outros";"Comercial";9730.00;6.00;58380.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 03 BR-381/MG km 902,63";"N/I";"Outros";"Comercial";9159.00;6.00;54954.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 1";"Passeio";133356.00;1.00;133356.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 1";"Passeio";129790.00;1.00;129790.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 2";"Comercial";15339.00;2.00;30678.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 2";"Comercial";15762.00;2.00;31524.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 3";"Passeio";868.00;1.50;1302.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 3";"Passeio";853.00;1.50;1279.50
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 4";"Comercial";33261.00;3.00;99783.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 4";"Comercial";34106.00;3.00;102318.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 5";"Passeio";121.00;2.00;242.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 5";"Passeio";123.00;2.00;246.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 6";"Comercial";9128.00;4.00;36512.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 6";"Comercial";9234.00;4.00;36936.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 7";"Comercial";21556.00;5.00;107780.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 7";"Comercial";21283.00;5.00;106415.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 8";"Comercial";31628.00;6.00;189768.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 8";"Comercial";29679.00;6.00;178074.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 9";"Moto";2307.00;0.50;1153.50
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Categoria 9";"Moto";2329.00;0.50;1164.50
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Outros";"Comercial";10156.00;6.00;60936.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 04 BR-381/MG km 804,88";"N/I";"Outros";"Comercial";9020.00;6.00;54120.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 1";"Passeio";118023.00;1.00;118023.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 1";"Passeio";115195.00;1.00;115195.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 2";"Comercial";13545.00;2.00;27090.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 2";"Comercial";13906.00;2.00;27812.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 3";"Passeio";823.00;1.50;1234.50
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 3";"Passeio";862.00;1.50;1293.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 4";"Comercial";32543.00;3.00;97629.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 4";"Comercial";33349.00;3.00;100047.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 5";"Passeio";136.00;2.00;272.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 5";"Passeio";118.00;2.00;236.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 6";"Comercial";9062.00;4.00;36248.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 6";"Comercial";9013.00;4.00;36052.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 7";"Comercial";19920.00;5.00;99600.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 7";"Comercial";19635.00;5.00;98175.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 8";"Comercial";32289.00;6.00;193734.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 8";"Comercial";30487.00;6.00;182922.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 9";"Moto";1909.00;0.50;954.50
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Categoria 9";"Moto";1934.00;0.50;967.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Outros";"Comercial";9864.00;6.00;59184.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 05 BR-381/MG km 733,74";"N/I";"Outros";"Comercial";9063.00;6.00;54378.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 1";"Passeio";100446.00;1.00;100446.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 1";"Passeio";97389.00;1.00;97389.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 2";"Comercial";12057.00;2.00;24114.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 2";"Comercial";12442.00;2.00;24884.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 3";"Passeio";712.00;1.50;1068.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 3";"Passeio";690.00;1.50;1035.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 4";"Comercial";28064.00;3.00;84192.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 4";"Comercial";29358.00;3.00;88074.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 5";"Passeio";118.00;2.00;236.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 5";"Passeio";97.00;2.00;194.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 6";"Comercial";8523.00;4.00;34092.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 6";"Comercial";8158.00;4.00;32632.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 7";"Comercial";17544.00;5.00;87720.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 7";"Comercial";17928.00;5.00;89640.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 8";"Comercial";22769.00;6.00;136614.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 8";"Comercial";24218.00;6.00;145308.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 9";"Moto";1936.00;0.50;968.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Categoria 9";"Moto";1805.00;0.50;902.50
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 06 BR-381/MG km 659";"N/I";"Outros";"Comercial";5911.00;6.00;35466.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 06 BR-381/MG km 659";"N/I";"Outros";"Comercial";5604.00;6.00;33624.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 1";"Passeio";103776.00;1.00;103776.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 1";"Passeio";101233.00;1.00;101233.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 2";"Comercial";11829.00;2.00;23658.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 2";"Comercial";12318.00;2.00;24636.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 3";"Passeio";654.00;1.50;981.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 3";"Passeio";700.00;1.50;1050.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 4";"Comercial";26937.00;3.00;80811.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 4";"Comercial";28028.00;3.00;84084.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 5";"Passeio";104.00;2.00;208.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 5";"Passeio";99.00;2.00;198.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 6";"Comercial";8336.00;4.00;33344.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 6";"Comercial";7964.00;4.00;31856.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 7";"Comercial";17238.00;5.00;86190.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 7";"Comercial";17457.00;5.00;87285.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 8";"Comercial";22245.00;6.00;133470.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 8";"Comercial";23577.00;6.00;141462.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 9";"Moto";2773.00;0.50;1386.50
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Categoria 9";"Moto";2943.00;0.50;1471.50
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Outros";"Comercial";5659.00;6.00;33954.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 07 BR-381/MG km 596,935";"N/I";"Outros";"Comercial";5620.00;6.00;33720.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 1";"Passeio";129219.00;1.00;129219.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 1";"Passeio";127288.00;1.00;127288.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 2";"Comercial";13866.00;2.00;27732.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Decrescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 2";"Comercial";14374.00;2.00;28748.00
"AUTOPISTA FERNÃO DIAS";"01/02/2015";"Crescente";"Praça 08 BR-381/MG km 546";"N/I";"Categoria 3";"Passeio";802.00;1.50;1203.00
