concessionaria;mes_ano;sentido;praca;tipo_de_cobranca;categoria;tipo_de_veiculo;volume_total;multiplicador_de_tarifa;volume_veiculo_equivalente
"ECO050";"01/09/2015";"Crescente";"Praça 01 BR-050/GO km 143,99";"N/I";"Veículo Comercial 5 eixos ";"Comercial";2828.00;5.00;14140.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 01 BR-050/GO km 143,99";"N/I";"Veículo Comercial 6 eixos ";"Comercial";6830.00;6.00;40980.00
"ECO050";"01/09/2015";"Crescente";"Praça 01 BR-050/GO km 143,99";"N/I";"Veículo Comercial 6 eixos ";"Comercial";4935.00;6.00;29610.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 01 BR-050/GO km 143,99";"N/I";"Moto";"Moto";708.00;0.50;354.00
"ECO050";"01/09/2015";"Crescente";"Praça 01 BR-050/GO km 143,99";"N/I";"Moto";"Moto";684.00;0.50;342.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 01 BR-050/GO km 143,99";"N/I";"Veículo Comercial 7 eixos ";"Comercial";2874.00;7.00;20118.00
"ECO050";"01/09/2015";"Crescente";"Praça 01 BR-050/GO km 143,99";"N/I";"Veículo Comercial 7 eixos ";"Comercial";2703.00;7.00;18921.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 01 BR-050/GO km 143,99";"N/I";"Veículo Comercial 8 eixos ";"Comercial";44.00;8.00;352.00
"ECO050";"01/09/2015";"Crescente";"Praça 01 BR-050/GO km 143,99";"N/I";"Veículo Comercial 8 eixos ";"Comercial";49.00;8.00;392.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 01 BR-050/GO km 143,99";"N/I";"Veículo Comercial 9 eixos ";"Comercial";757.00;9.00;6813.00
"ECO050";"01/09/2015";"Crescente";"Praça 01 BR-050/GO km 143,99";"N/I";"Veículo Comercial 9 eixos ";"Comercial";490.00;9.00;4410.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 01 BR-050/GO km 143,99";"N/I";"Veículo Comercial 10 eixos ";"Comercial";0.00;10.00;0.00
"ECO050";"01/09/2015";"Crescente";"Praça 01 BR-050/GO km 143,99";"N/I";"Veículo Comercial 10 eixos ";"Comercial";0.00;10.00;0.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 01 BR-050/GO km 143,99";"N/I";"Veículo Comercial Acima 10 eixos";"Comercial";0.00;10.00;0.00
"ECO050";"01/09/2015";"Crescente";"Praça 01 BR-050/GO km 143,99";"N/I";"Veículo Comercial Acima 10 eixos";"Comercial";0.00;10.00;0.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 02 BR-050/GO km 226,00";"N/I";"Veículo Passeio 2 eixos ";"Passeio";25919.00;1.00;25919.00
"ECO050";"01/09/2015";"Crescente";"Praça 02 BR-050/GO km 226,00";"N/I";"Veículo Passeio 2 eixos ";"Passeio";25039.00;1.00;25039.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 02 BR-050/GO km 226,00";"N/I";"Veículo Comercial 2 eixos ";"Comercial";4034.00;2.00;8068.00
"ECO050";"01/09/2015";"Crescente";"Praça 02 BR-050/GO km 226,00";"N/I";"Veículo Comercial 2 eixos ";"Comercial";4436.00;2.00;8872.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 02 BR-050/GO km 226,00";"N/I";"Veículo Passeio 3 eixos ";"Passeio";217.00;1.50;325.50
"ECO050";"01/09/2015";"Crescente";"Praça 02 BR-050/GO km 226,00";"N/I";"Veículo Passeio 3 eixos ";"Passeio";201.00;1.50;301.50
"ECO050";"01/09/2015";"Decrescente ";"Praça 02 BR-050/GO km 226,00";"N/I";"Veículo Comercial 3 eixos ";"Comercial";5833.00;3.00;17499.00
"ECO050";"01/09/2015";"Crescente";"Praça 02 BR-050/GO km 226,00";"N/I";"Veículo Comercial 3 eixos ";"Comercial";4696.00;3.00;14088.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 02 BR-050/GO km 226,00";"N/I";"Veículo Passeio 4 eixos ";"Passeio";34.00;2.00;68.00
"ECO050";"01/09/2015";"Crescente";"Praça 02 BR-050/GO km 226,00";"N/I";"Veículo Passeio 4 eixos ";"Passeio";31.00;2.00;62.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 02 BR-050/GO km 226,00";"N/I";"Veículo Comercial 4 eixos ";"Comercial";4621.00;4.00;18484.00
"ECO050";"01/09/2015";"Crescente";"Praça 02 BR-050/GO km 226,00";"N/I";"Veículo Comercial 4 eixos ";"Comercial";5234.00;4.00;20936.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 02 BR-050/GO km 226,00";"N/I";"Veículo Comercial 5 eixos ";"Comercial";3508.00;5.00;17540.00
"ECO050";"01/09/2015";"Crescente";"Praça 02 BR-050/GO km 226,00";"N/I";"Veículo Comercial 5 eixos ";"Comercial";2600.00;5.00;13000.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 02 BR-050/GO km 226,00";"N/I";"Veículo Comercial 6 eixos ";"Comercial";6406.00;6.00;38436.00
"ECO050";"01/09/2015";"Crescente";"Praça 02 BR-050/GO km 226,00";"N/I";"Veículo Comercial 6 eixos ";"Comercial";4912.00;6.00;29472.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 02 BR-050/GO km 226,00";"N/I";"Moto";"Moto";596.00;0.50;298.00
"ECO050";"01/09/2015";"Crescente";"Praça 02 BR-050/GO km 226,00";"N/I";"Moto";"Moto";609.00;0.50;304.50
"ECO050";"01/09/2015";"Decrescente ";"Praça 02 BR-050/GO km 226,00";"N/I";"Veículo Comercial 7 eixos ";"Comercial";2658.00;7.00;18606.00
"ECO050";"01/09/2015";"Crescente";"Praça 02 BR-050/GO km 226,00";"N/I";"Veículo Comercial 7 eixos ";"Comercial";2522.00;7.00;17654.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 02 BR-050/GO km 226,00";"N/I";"Veículo Comercial 8 eixos ";"Comercial";39.00;8.00;312.00
"ECO050";"01/09/2015";"Crescente";"Praça 02 BR-050/GO km 226,00";"N/I";"Veículo Comercial 8 eixos ";"Comercial";48.00;8.00;384.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 02 BR-050/GO km 226,00";"N/I";"Veículo Comercial 9 eixos ";"Comercial";632.00;9.00;5688.00
"ECO050";"01/09/2015";"Crescente";"Praça 02 BR-050/GO km 226,00";"N/I";"Veículo Comercial 9 eixos ";"Comercial";517.00;9.00;4653.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 02 BR-050/GO km 226,00";"N/I";"Veículo Comercial 10 eixos ";"Comercial";0.00;10.00;0.00
"ECO050";"01/09/2015";"Crescente";"Praça 02 BR-050/GO km 226,00";"N/I";"Veículo Comercial 10 eixos ";"Comercial";0.00;10.00;0.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 02 BR-050/GO km 226,00";"N/I";"Veículo Comercial Acima 10 eixos";"Comercial";0.00;10.00;0.00
"ECO050";"01/09/2015";"Crescente";"Praça 02 BR-050/GO km 226,00";"N/I";"Veículo Comercial Acima 10 eixos";"Comercial";0.00;10.00;0.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 03 BR-050/MG km 13,73";"N/I";"Veículo Passeio 2 eixos ";"Passeio";54447.00;1.00;54447.00
"ECO050";"01/09/2015";"Crescente";"Praça 03 BR-050/MG km 13,73";"N/I";"Veículo Passeio 2 eixos ";"Passeio";53175.00;1.00;53175.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 03 BR-050/MG km 13,73";"N/I";"Veículo Comercial 2 eixos ";"Comercial";6844.00;2.00;13688.00
"ECO050";"01/09/2015";"Crescente";"Praça 03 BR-050/MG km 13,73";"N/I";"Veículo Comercial 2 eixos ";"Comercial";6942.00;2.00;13884.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 03 BR-050/MG km 13,73";"N/I";"Veículo Passeio 3 eixos ";"Passeio";701.00;1.50;1051.50
"ECO050";"01/09/2015";"Crescente";"Praça 03 BR-050/MG km 13,73";"N/I";"Veículo Passeio 3 eixos ";"Passeio";665.00;1.50;997.50
"ECO050";"01/09/2015";"Decrescente ";"Praça 03 BR-050/MG km 13,73";"N/I";"Veículo Comercial 3 eixos ";"Comercial";8619.00;3.00;25857.00
"ECO050";"01/09/2015";"Crescente";"Praça 03 BR-050/MG km 13,73";"N/I";"Veículo Comercial 3 eixos ";"Comercial";6649.00;3.00;19947.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 03 BR-050/MG km 13,73";"N/I";"Veículo Passeio 4 eixos ";"Passeio";59.00;2.00;118.00
"ECO050";"01/09/2015";"Crescente";"Praça 03 BR-050/MG km 13,73";"N/I";"Veículo Passeio 4 eixos ";"Passeio";57.00;2.00;114.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 03 BR-050/MG km 13,73";"N/I";"Veículo Comercial 4 eixos ";"Comercial";10767.00;4.00;43068.00
"ECO050";"01/09/2015";"Crescente";"Praça 03 BR-050/MG km 13,73";"N/I";"Veículo Comercial 4 eixos ";"Comercial";6383.00;4.00;25532.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 03 BR-050/MG km 13,73";"N/I";"Veículo Comercial 5 eixos ";"Comercial";5328.00;5.00;26640.00
"ECO050";"01/09/2015";"Crescente";"Praça 03 BR-050/MG km 13,73";"N/I";"Veículo Comercial 5 eixos ";"Comercial";4282.00;5.00;21410.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 03 BR-050/MG km 13,73";"N/I";"Veículo Comercial 6 eixos ";"Comercial";7862.00;6.00;47172.00
"ECO050";"01/09/2015";"Crescente";"Praça 03 BR-050/MG km 13,73";"N/I";"Veículo Comercial 6 eixos ";"Comercial";8434.00;6.00;50604.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 03 BR-050/MG km 13,73";"N/I";"Moto";"Moto";1704.00;0.50;852.00
"ECO050";"01/09/2015";"Crescente";"Praça 03 BR-050/MG km 13,73";"N/I";"Moto";"Moto";1659.00;0.50;829.50
"ECO050";"01/09/2015";"Decrescente ";"Praça 03 BR-050/MG km 13,73";"N/I";"Veículo Comercial 7 eixos ";"Comercial";3710.00;7.00;25970.00
"ECO050";"01/09/2015";"Crescente";"Praça 03 BR-050/MG km 13,73";"N/I";"Veículo Comercial 7 eixos ";"Comercial";5477.00;7.00;38339.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 03 BR-050/MG km 13,73";"N/I";"Veículo Comercial 8 eixos ";"Comercial";60.00;8.00;480.00
"ECO050";"01/09/2015";"Crescente";"Praça 03 BR-050/MG km 13,73";"N/I";"Veículo Comercial 8 eixos ";"Comercial";83.00;8.00;664.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 03 BR-050/MG km 13,73";"N/I";"Veículo Comercial 9 eixos ";"Comercial";769.00;9.00;6921.00
"ECO050";"01/09/2015";"Crescente";"Praça 03 BR-050/MG km 13,73";"N/I";"Veículo Comercial 9 eixos ";"Comercial";1449.00;9.00;13041.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 03 BR-050/MG km 13,73";"N/I";"Veículo Comercial 10 eixos ";"Comercial";0.00;10.00;0.00
"ECO050";"01/09/2015";"Crescente";"Praça 03 BR-050/MG km 13,73";"N/I";"Veículo Comercial 10 eixos ";"Comercial";0.00;10.00;0.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 03 BR-050/MG km 13,73";"N/I";"Veículo Comercial Acima 10 eixos";"Comercial";0.00;10.00;0.00
"ECO050";"01/09/2015";"Crescente";"Praça 03 BR-050/MG km 13,73";"N/I";"Veículo Comercial Acima 10 eixos";"Comercial";0.00;10.00;0.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 04 BR-050/MG km 51,50";"N/I";"Veículo Passeio 2 eixos ";"Passeio";160684.00;1.00;160684.00
"ECO050";"01/09/2015";"Crescente";"Praça 04 BR-050/MG km 51,50";"N/I";"Veículo Passeio 2 eixos ";"Passeio";159530.00;1.00;159530.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 04 BR-050/MG km 51,50";"N/I";"Veículo Comercial 2 eixos ";"Comercial";16514.00;2.00;33028.00
"ECO050";"01/09/2015";"Crescente";"Praça 04 BR-050/MG km 51,50";"N/I";"Veículo Comercial 2 eixos ";"Comercial";16598.00;2.00;33196.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 04 BR-050/MG km 51,50";"N/I";"Veículo Passeio 3 eixos ";"Passeio";1306.00;1.50;1959.00
"ECO050";"01/09/2015";"Crescente";"Praça 04 BR-050/MG km 51,50";"N/I";"Veículo Passeio 3 eixos ";"Passeio";1245.00;1.50;1867.50
"ECO050";"01/09/2015";"Decrescente ";"Praça 04 BR-050/MG km 51,50";"N/I";"Veículo Comercial 3 eixos ";"Comercial";12630.00;3.00;37890.00
"ECO050";"01/09/2015";"Crescente";"Praça 04 BR-050/MG km 51,50";"N/I";"Veículo Comercial 3 eixos ";"Comercial";11100.00;3.00;33300.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 04 BR-050/MG km 51,50";"N/I";"Veículo Passeio 4 eixos ";"Passeio";105.00;2.00;210.00
"ECO050";"01/09/2015";"Crescente";"Praça 04 BR-050/MG km 51,50";"N/I";"Veículo Passeio 4 eixos ";"Passeio";112.00;2.00;224.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 04 BR-050/MG km 51,50";"N/I";"Veículo Comercial 4 eixos ";"Comercial";10782.00;4.00;43128.00
"ECO050";"01/09/2015";"Crescente";"Praça 04 BR-050/MG km 51,50";"N/I";"Veículo Comercial 4 eixos ";"Comercial";11109.00;4.00;44436.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 04 BR-050/MG km 51,50";"N/I";"Veículo Comercial 5 eixos ";"Comercial";5948.00;5.00;29740.00
"ECO050";"01/09/2015";"Crescente";"Praça 04 BR-050/MG km 51,50";"N/I";"Veículo Comercial 5 eixos ";"Comercial";6234.00;5.00;31170.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 04 BR-050/MG km 51,50";"N/I";"Veículo Comercial 6 eixos ";"Comercial";9357.00;6.00;56142.00
"ECO050";"01/09/2015";"Crescente";"Praça 04 BR-050/MG km 51,50";"N/I";"Veículo Comercial 6 eixos ";"Comercial";10559.00;6.00;63354.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 04 BR-050/MG km 51,50";"N/I";"Moto";"Moto";9090.00;0.50;4545.00
"ECO050";"01/09/2015";"Crescente";"Praça 04 BR-050/MG km 51,50";"N/I";"Moto";"Moto";9199.00;0.50;4599.50
"ECO050";"01/09/2015";"Decrescente ";"Praça 04 BR-050/MG km 51,50";"N/I";"Veículo Comercial 7 eixos ";"Comercial";6923.00;7.00;48461.00
"ECO050";"01/09/2015";"Crescente";"Praça 04 BR-050/MG km 51,50";"N/I";"Veículo Comercial 7 eixos ";"Comercial";7225.00;7.00;50575.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 04 BR-050/MG km 51,50";"N/I";"Veículo Comercial 8 eixos ";"Comercial";75.00;8.00;600.00
"ECO050";"01/09/2015";"Crescente";"Praça 04 BR-050/MG km 51,50";"N/I";"Veículo Comercial 8 eixos ";"Comercial";158.00;8.00;1264.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 04 BR-050/MG km 51,50";"N/I";"Veículo Comercial 9 eixos ";"Comercial";6135.00;9.00;55215.00
"ECO050";"01/09/2015";"Crescente";"Praça 04 BR-050/MG km 51,50";"N/I";"Veículo Comercial 9 eixos ";"Comercial";1481.00;9.00;13329.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 04 BR-050/MG km 51,50";"N/I";"Veículo Comercial 10 eixos ";"Comercial";0.00;10.00;0.00
"ECO050";"01/09/2015";"Crescente";"Praça 04 BR-050/MG km 51,50";"N/I";"Veículo Comercial 10 eixos ";"Comercial";0.00;10.00;0.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 04 BR-050/MG km 51,50";"N/I";"Veículo Comercial Acima 10 eixos";"Comercial";0.00;10.00;0.00
"ECO050";"01/09/2015";"Crescente";"Praça 04 BR-050/MG km 51,50";"N/I";"Veículo Comercial Acima 10 eixos";"Comercial";0.00;10.00;0.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 05 BR-050/MG km 104,90";"N/I";"Veículo Passeio 2 eixos ";"Passeio";104123.00;1.00;104123.00
"ECO050";"01/09/2015";"Crescente";"Praça 05 BR-050/MG km 104,90";"N/I";"Veículo Passeio 2 eixos ";"Passeio";101926.00;1.00;101926.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 05 BR-050/MG km 104,90";"N/I";"Veículo Comercial 2 eixos ";"Comercial";14600.00;2.00;29200.00
"ECO050";"01/09/2015";"Crescente";"Praça 05 BR-050/MG km 104,90";"N/I";"Veículo Comercial 2 eixos ";"Comercial";14420.00;2.00;28840.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 05 BR-050/MG km 104,90";"N/I";"Veículo Passeio 3 eixos ";"Passeio";703.00;1.50;1054.50
"ECO050";"01/09/2015";"Crescente";"Praça 05 BR-050/MG km 104,90";"N/I";"Veículo Passeio 3 eixos ";"Passeio";692.00;1.50;1038.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 05 BR-050/MG km 104,90";"N/I";"Veículo Comercial 3 eixos ";"Comercial";14378.00;3.00;43134.00
"ECO050";"01/09/2015";"Crescente";"Praça 05 BR-050/MG km 104,90";"N/I";"Veículo Comercial 3 eixos ";"Comercial";13330.00;3.00;39990.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 05 BR-050/MG km 104,90";"N/I";"Veículo Passeio 4 eixos ";"Passeio";105.00;2.00;210.00
"ECO050";"01/09/2015";"Crescente";"Praça 05 BR-050/MG km 104,90";"N/I";"Veículo Passeio 4 eixos ";"Passeio";108.00;2.00;216.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 05 BR-050/MG km 104,90";"N/I";"Veículo Comercial 4 eixos ";"Comercial";10991.00;4.00;43964.00
"ECO050";"01/09/2015";"Crescente";"Praça 05 BR-050/MG km 104,90";"N/I";"Veículo Comercial 4 eixos ";"Comercial";14554.00;4.00;58216.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 05 BR-050/MG km 104,90";"N/I";"Veículo Comercial 5 eixos ";"Comercial";10712.00;5.00;53560.00
"ECO050";"01/09/2015";"Crescente";"Praça 05 BR-050/MG km 104,90";"N/I";"Veículo Comercial 5 eixos ";"Comercial";7700.00;5.00;38500.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 05 BR-050/MG km 104,90";"N/I";"Veículo Comercial 6 eixos ";"Comercial";14019.00;6.00;84114.00
"ECO050";"01/09/2015";"Crescente";"Praça 05 BR-050/MG km 104,90";"N/I";"Veículo Comercial 6 eixos ";"Comercial";10505.00;6.00;63030.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 05 BR-050/MG km 104,90";"N/I";"Moto";"Moto";1751.00;0.50;875.50
"ECO050";"01/09/2015";"Crescente";"Praça 05 BR-050/MG km 104,90";"N/I";"Moto";"Moto";1718.00;0.50;859.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 05 BR-050/MG km 104,90";"N/I";"Veículo Comercial 7 eixos ";"Comercial";4494.00;7.00;31458.00
"ECO050";"01/09/2015";"Crescente";"Praça 05 BR-050/MG km 104,90";"N/I";"Veículo Comercial 7 eixos ";"Comercial";4688.00;7.00;32816.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 05 BR-050/MG km 104,90";"N/I";"Veículo Comercial 8 eixos ";"Comercial";144.00;8.00;1152.00
"ECO050";"01/09/2015";"Crescente";"Praça 05 BR-050/MG km 104,90";"N/I";"Veículo Comercial 8 eixos ";"Comercial";89.00;8.00;712.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 05 BR-050/MG km 104,90";"N/I";"Veículo Comercial 9 eixos ";"Comercial";4121.00;9.00;37089.00
"ECO050";"01/09/2015";"Crescente";"Praça 05 BR-050/MG km 104,90";"N/I";"Veículo Comercial 9 eixos ";"Comercial";3497.00;9.00;31473.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 05 BR-050/MG km 104,90";"N/I";"Veículo Comercial 10 eixos ";"Comercial";0.00;10.00;0.00
"ECO050";"01/09/2015";"Crescente";"Praça 05 BR-050/MG km 104,90";"N/I";"Veículo Comercial 10 eixos ";"Comercial";0.00;10.00;0.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 05 BR-050/MG km 104,90";"N/I";"Veículo Comercial Acima 10 eixos";"Comercial";0.00;10.00;0.00
"ECO050";"01/09/2015";"Crescente";"Praça 05 BR-050/MG km 104,90";"N/I";"Veículo Comercial Acima 10 eixos";"Comercial";0.00;10.00;0.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 06 BR-050/MG km 198,06";"N/I";"Veículo Passeio 2 eixos ";"Passeio";127976.00;1.00;127976.00
"ECO050";"01/09/2015";"Crescente";"Praça 06 BR-050/MG km 198,06";"N/I";"Veículo Passeio 2 eixos ";"Passeio";126872.00;1.00;126872.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 06 BR-050/MG km 198,06";"N/I";"Veículo Comercial 2 eixos ";"Comercial";14579.00;2.00;29158.00
"ECO050";"01/09/2015";"Crescente";"Praça 06 BR-050/MG km 198,06";"N/I";"Veículo Comercial 2 eixos ";"Comercial";15421.00;2.00;30842.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 06 BR-050/MG km 198,06";"N/I";"Veículo Passeio 3 eixos ";"Passeio";738.00;1.50;1107.00
"ECO050";"01/09/2015";"Crescente";"Praça 06 BR-050/MG km 198,06";"N/I";"Veículo Passeio 3 eixos ";"Passeio";724.00;1.50;1086.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 06 BR-050/MG km 198,06";"N/I";"Veículo Comercial 3 eixos ";"Comercial";15630.00;3.00;46890.00
"ECO050";"01/09/2015";"Crescente";"Praça 06 BR-050/MG km 198,06";"N/I";"Veículo Comercial 3 eixos ";"Comercial";14002.00;3.00;42006.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 06 BR-050/MG km 198,06";"N/I";"Veículo Passeio 4 eixos ";"Passeio";100.00;2.00;200.00
"ECO050";"01/09/2015";"Crescente";"Praça 06 BR-050/MG km 198,06";"N/I";"Veículo Passeio 4 eixos ";"Passeio";93.00;2.00;186.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 06 BR-050/MG km 198,06";"N/I";"Veículo Comercial 4 eixos ";"Comercial";11416.00;4.00;45664.00
"ECO050";"01/09/2015";"Crescente";"Praça 06 BR-050/MG km 198,06";"N/I";"Veículo Comercial 4 eixos ";"Comercial";13056.00;4.00;52224.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 06 BR-050/MG km 198,06";"N/I";"Veículo Comercial 5 eixos ";"Comercial";10077.00;5.00;50385.00
"ECO050";"01/09/2015";"Crescente";"Praça 06 BR-050/MG km 198,06";"N/I";"Veículo Comercial 5 eixos ";"Comercial";7329.00;5.00;36645.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 06 BR-050/MG km 198,06";"N/I";"Veículo Comercial 6 eixos ";"Comercial";13337.00;6.00;80022.00
"ECO050";"01/09/2015";"Crescente";"Praça 06 BR-050/MG km 198,06";"N/I";"Veículo Comercial 6 eixos ";"Comercial";10750.00;6.00;64500.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 06 BR-050/MG km 198,06";"N/I";"Moto";"Moto";3096.00;0.50;1548.00
"ECO050";"01/09/2015";"Crescente";"Praça 06 BR-050/MG km 198,06";"N/I";"Moto";"Moto";3083.00;0.50;1541.50
"ECO050";"01/09/2015";"Decrescente ";"Praça 06 BR-050/MG km 198,06";"N/I";"Veículo Comercial 7 eixos ";"Comercial";2747.00;7.00;19229.00
"ECO050";"01/09/2015";"Crescente";"Praça 06 BR-050/MG km 198,06";"N/I";"Veículo Comercial 7 eixos ";"Comercial";3731.00;7.00;26117.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 06 BR-050/MG km 198,06";"N/I";"Veículo Comercial 8 eixos ";"Comercial";91.00;8.00;728.00
"ECO050";"01/09/2015";"Crescente";"Praça 06 BR-050/MG km 198,06";"N/I";"Veículo Comercial 8 eixos ";"Comercial";83.00;8.00;664.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 06 BR-050/MG km 198,06";"N/I";"Veículo Comercial 9 eixos ";"Comercial";2002.00;9.00;18018.00
"ECO050";"01/09/2015";"Crescente";"Praça 06 BR-050/MG km 198,06";"N/I";"Veículo Comercial 9 eixos ";"Comercial";2426.00;9.00;21834.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 06 BR-050/MG km 198,06";"N/I";"Veículo Comercial 10 eixos ";"Comercial";0.00;10.00;0.00
"ECO050";"01/09/2015";"Crescente";"Praça 06 BR-050/MG km 198,06";"N/I";"Veículo Comercial 10 eixos ";"Comercial";0.00;10.00;0.00
"ECO050";"01/09/2015";"Decrescente ";"Praça 06 BR-050/MG km 198,06";"N/I";"Veículo Comercial Acima 10 eixos";"Comercial";0.00;10.00;0.00
"ECO050";"01/09/2015";"Crescente";"Praça 06 BR-050/MG km 198,06";"N/I";"Veículo Comercial Acima 10 eixos";"Comercial";0.00;10.00;0.00
"ECO050";"01/10/2015";"Decrescente ";"Praça 01 BR-050/GO km 143,99";"N/I";"Veículo Passeio 2 eixos ";"Passeio";31605.00;1.00;31605.00
"ECO050";"01/10/2015";"Crescente";"Praça 01 BR-050/GO km 143,99";"N/I";"Veículo Passeio 2 eixos ";"Passeio";34319.00;1.00;34319.00
"ECO050";"01/10/2015";"Decrescente ";"Praça 01 BR-050/GO km 143,99";"N/I";"Veículo Comercial 2 eixos ";"Comercial";4888.00;2.00;9776.00
"ECO050";"01/10/2015";"Crescente";"Praça 01 BR-050/GO km 143,99";"N/I";"Veículo Comercial 2 eixos ";"Comercial";5343.00;2.00;10686.00
"ECO050";"01/10/2015";"Decrescente ";"Praça 01 BR-050/GO km 143,99";"N/I";"Veículo Passeio 3 eixos ";"Passeio";275.00;1.50;412.50
"ECO050";"01/10/2015";"Crescente";"Praça 01 BR-050/GO km 143,99";"N/I";"Veículo Passeio 3 eixos ";"Passeio";278.00;1.50;417.00
"ECO050";"01/10/2015";"Decrescente ";"Praça 01 BR-050/GO km 143,99";"N/I";"Veículo Comercial 3 eixos ";"Comercial";5961.00;3.00;17883.00
"ECO050";"01/10/2015";"Crescente";"Praça 01 BR-050/GO km 143,99";"N/I";"Veículo Comercial 3 eixos ";"Comercial";5315.00;3.00;15945.00
"ECO050";"01/10/2015";"Decrescente ";"Praça 01 BR-050/GO km 143,99";"N/I";"Veículo Passeio 4 eixos ";"Passeio";50.00;2.00;100.00
"ECO050";"01/10/2015";"Crescente";"Praça 01 BR-050/GO km 143,99";"N/I";"Veículo Passeio 4 eixos ";"Passeio";54.00;2.00;108.00
"ECO050";"01/10/2015";"Decrescente ";"Praça 01 BR-050/GO km 143,99";"N/I";"Veículo Comercial 4 eixos ";"Comercial";4353.00;4.00;17412.00
"ECO050";"01/10/2015";"Crescente";"Praça 01 BR-050/GO km 143,99";"N/I";"Veículo Comercial 4 eixos ";"Comercial";5882.00;4.00;23528.00
"ECO050";"01/10/2015";"Decrescente ";"Praça 01 BR-050/GO km 143,99";"N/I";"Veículo Comercial 5 eixos ";"Comercial";3605.00;5.00;18025.00
"ECO050";"01/10/2015";"Crescente";"Praça 01 BR-050/GO km 143,99";"N/I";"Veículo Comercial 5 eixos ";"Comercial";2753.00;5.00;13765.00
"ECO050";"01/10/2015";"Decrescente ";"Praça 01 BR-050/GO km 143,99";"N/I";"Veículo Comercial 6 eixos ";"Comercial";6844.00;6.00;41064.00
